\\10.23.0.9\Work - Dsystems\ПРОЕКТЫ\Испытания Дагестанский ППУ\Испытания на вибростоле\2023-07-28\SR11\2.EDT
28/07/23,09:04:49
VIN: 000218BF	FSmp: 1500.0
T[sec]	X[м/с2]	Y[м/с2]	
0.136667	-0.0681504	0.479584	
0.137333	-0.251775	0.474248	
0.138000	-0.251532	0.46449	
0.138667	-0.25946	0.447536	
0.139333	0.227016	0.41866	
0.140000	0.420764	0.351821	
0.140667	0.695653	0.243604	
0.141333	0.0384509	0.0960205	
0.142000	-0.413385	-0.0279005	
0.142667	0.0323219	-0.114834	
0.143333	0.239883	-0.196127	
0.144000	0.554107	-0.284677	
0.144667	0.179509	-0.382893	
0.145333	0.257904	-0.459368	
0.146000	0.415885	-0.52456	
0.146667	-0.0593686	-0.580849	
0.147333	-0.31026	-0.590363	
0.148000	-0.31276	-0.54993	
0.148667	-0.252599	-0.472418	
0.149333	-0.0886108	-0.368348	
0.150000	0.0407988	-0.256624	
0.150667	0.250403	-0.150815	
0.151333	-0.00887328	-0.0585149	
0.152000	0.0521115	0.029852	
0.152667	-0.229028	0.109742	
0.153333	-0.189937	0.195578	
0.154000	-0.0353102	0.274187	
0.154667	-0.361457	0.337276	
0.155333	-0.386613	0.40256	
0.156000	-0.428357	0.466106	
0.156667	-0.09785	0.524194	
0.157333	0.195426	0.547765	
0.158000	-0.0847688	0.530262	
0.158667	-0.13374	0.499008	
0.159333	-0.387771	0.459276	
0.160000	0.157219	0.419636	
0.160667	0.268272	0.344777	
0.161333	0.152767	0.244732	
0.162000	0.11645	0.134898	
0.162667	0.411098	0.0210702	
0.163333	0.30035	-0.11148	
0.164000	0.185333	-0.240188	
0.164667	0.232199	-0.354352	
0.165333	0.356273	-0.45458	
0.166000	0.301844	-0.548832	
0.166667	-0.0145144	-0.618721	
0.167333	0.367189	-0.652262	
0.168000	-0.0586978	-0.675253	
0.168667	-0.486658	-0.649731	
0.169333	-0.312638	-0.56478	
0.170000	-0.28736	-0.448055	
0.170667	-0.58091	-0.303033	
0.171333	-0.151334	-0.125568	
0.172000	0.542002	0.0350052	
0.172667	0.345753	0.142216	
0.173333	0.346576	0.21677	
0.174000	0.0181125	0.259612	
0.174667	0.00768408	0.296477	
0.175333	0.0915381	0.314681	
0.176000	-0.600242	0.320841	
0.176667	-0.485652	0.353955	
0.177333	-0.547521	0.394083	
0.178000	-0.0843724	0.438389	
0.178667	-0.189236	0.453482	
0.179333	-0.377008	0.460343	
0.180000	0.2991	0.45891	
0.180667	0.334501	0.409116	
0.181333	0.182222	0.326238	
0.182000	0.0925748	0.228876	
0.182667	0.467387	0.123098	
0.183333	0.564536	-0.0122579	
0.184000	0.0114651	-0.16042	
0.184667	0.0871472	-0.280377	
0.185333	0.155176	-0.382496	
0.186000	0.0284799	-0.466045	
0.186667	-0.0305838	-0.519651	
0.187333	-0.0190882	-0.541941	
0.188000	-0.041866	-0.536513	
0.188667	-0.441834	-0.50099	
0.189333	-0.364048	-0.416892	
0.190000	0.0747978	-0.30596	
0.190667	0.517059	-0.20869	
0.191333	-0.0921784	-0.140112	
0.192000	-0.285348	-0.0527518	
0.192667	0.110352	0.0433297	
0.193333	-0.208354	0.12264	
0.194000	-0.525414	0.207257	
0.194667	-0.334989	0.308918	
0.195333	-0.0114041	0.398078	
0.196000	-0.351882	0.460648	
0.196667	0.208324	0.513522	
0.197333	-0.0782739	0.519712	
0.198000	0.00951362	0.510961	
0.198667	0.00390302	0.475467	
0.199333	0.154901	0.421405	
0.200000	0.255069	0.338038	
0.200667	0.34743	0.233023	
0.201333	0.848115	0.100076	
0.202000	0.518553	-0.0763834	
0.202667	0.0342429	-0.251562	
0.203333	-0.416251	-0.385698	
0.204000	-0.12264	-0.464033	
0.204667	-0.115444	-0.510168	
0.205333	-0.0718705	-0.524438	
0.206000	-0.172068	-0.511692	
0.206667	0.204482	-0.470284	
0.207333	0.261015	-0.427899	
0.208000	0.440218	-0.38768	
0.208667	0.137612	-0.357858	
0.209333	-0.352919	-0.31029	
0.210000	-0.215246	-0.225948	
0.210667	-0.0067998	-0.128769	
0.211333	-0.12325	-0.0372617	
0.212000	-0.469095	0.0611067	
0.212667	-0.101418	0.174935	
0.213333	-0.315627	0.273638	
0.214000	0.0999235	0.36725	
0.214667	0.127976	0.420856	
0.215333	-0.442292	0.451897	
0.216000	-0.0951972	0.486353	
0.216667	-0.07803	0.497422	
0.217333	0.391095	0.481871	
0.218000	-0.0909892	0.421923	
0.218667	0.139472	0.358133	
0.219333	0.032078	0.270772	
0.220000	-0.367342	0.185241	
0.220667	-0.0846468	0.119926	
0.221333	-0.47623	0.0592772	
0.222000	0.125354	0.0261929	
0.222667	0.703459	-0.0291812	
0.223333	0.152523	-0.120994	
0.224000	0.520322	-0.203811	
0.224667	0.332153	-0.302118	
0.225333	0.108492	-0.389174	
0.226000	0.196432	-0.45455	
0.226667	-0.194175	-0.497635	
0.227333	0.268211	-0.50352	
0.228000	-0.149596	-0.503551	
0.228667	-0.289007	-0.460923	
0.229333	0.0204604	-0.38954	
0.230000	-0.262326	-0.307516	
0.230667	-0.165817	-0.202439	
0.231333	0.00134166	-0.0912027	
0.232000	0.116877	0.0109773	
0.232667	0.288	0.0930322	
0.233333	-0.0401889	0.149199	
0.234000	-0.314803	0.204451	
0.234667	-0.433449	0.269888	
0.235333	-0.427411	0.342063	
0.236000	-0.307211	0.415977	
0.236667	-0.302911	0.476718	
0.237333	-0.106144	0.524865	
0.238000	0.303978	0.540691	
0.238667	0.0261929	0.507972	
0.239333	0.0942214	0.458483	
0.240000	0.713308	0.377739	
0.240667	0.38146	0.241987	
0.241333	0.300777	0.0904709	
0.242000	-0.208141	-0.0561669	
0.242667	0.214148	-0.172556	
0.243333	0.255922	-0.291294	
0.244000	-0.18518	-0.392345	
0.244667	-0.0540325	-0.455282	
0.245333	-0.399084	-0.486384	
0.246000	-0.0476596	-0.469247	
0.246667	-0.000975756	-0.436346	
0.247333	0.0736391	-0.389418	
0.248000	0.169812	-0.334928	
0.248667	0.300258	-0.282298	
0.249333	0.208903	-0.238755	
0.250000	0.504862	-0.199847	
0.250667	-0.00350662	-0.182558	
0.251333	-0.636772	-0.140905	
0.252000	-0.0712912	-0.0556486	
0.252667	-0.297484	0.0231437	
0.253333	-0.325293	0.11148	
0.254000	-0.29477	0.206098	
0.254667	-0.36847	0.298764	
0.255333	-0.561974	0.39137	
0.256000	0.0533616	0.485256	
0.256667	0.242353	0.531451	
0.257333	-0.0257965	0.536147	
0.258000	0.0729987	0.516968	
0.258667	-0.0916601	0.47501	
0.259333	0.18393	0.417501	
0.260000	0.182192	0.332794	
0.260667	0.063851	0.229303	
0.261333	-0.075987	0.124775	
0.262000	0.181948	0.0297606	
0.262667	0.371702	-0.0764749	
0.263333	0.109071	-0.190821	
0.264000	-0.214117	-0.284616	
0.264667	0.270772	-0.34493	
0.265333	0.547734	-0.410122	
0.266000	0.164354	-0.479706	
0.266667	0.0224424	-0.523279	
0.267333	0.16475	-0.539745	
0.268000	-0.00716571	-0.536788	
0.268667	-0.0923614	-0.504191	
0.269333	-0.0215581	-0.44775	
0.270000	-0.335233	-0.370421	
0.270667	0.0628448	-0.263363	
0.271333	0.0576306	-0.164964	
0.272000	-0.164415	-0.0684249	
0.272667	-0.526481	0.0396706	
0.273333	-0.181613	0.168653	
0.274000	0.208842	0.278853	
0.274667	0.130904	0.350052	
0.275333	-0.0172892	0.39323	
0.276000	-0.0448543	0.422014	
0.276667	0.203567	0.426253	
0.277333	-0.46757	0.40439	
0.278000	-0.287939	0.398169	
0.278667	-0.420825	0.391126	
0.279333	-0.197621	0.38829	
0.280000	0.0826648	0.369232	
0.280667	0.386735	0.322945	
0.281333	0.101692	0.238054	
0.282000	-0.0514406	0.154261	
0.282667	0.409482	0.0671442	
0.283333	0.114621	-0.0389083	
0.284000	0.365817	-0.140021	
0.284667	-0.00728768	-0.244945	
0.285333	0.430186	-0.327549	
0.286000	0.447293	-0.418996	
0.286667	-0.0806523	-0.498306	
0.287333	-0.0121969	-0.539898	
0.288000	-0.234883	-0.547551	
0.288667	-0.162341	-0.514925	
0.289333	-0.431376	-0.451683	
0.290000	-0.295867	-0.346363	
0.290667	-0.06998	-0.223296	
0.291333	-0.0981244	-0.102088	
0.292000	-0.0877265	0.0162524	
0.292667	-0.260618	0.130385	
0.293333	-0.232077	0.245403	
0.294000	-0.200975	0.351089	
0.294667	-0.0904404	0.439486	
0.295333	0.141454	0.502667	
0.296000	0.328464	0.523341	
0.296667	0.344228	0.495318	
0.297333	-0.0132642	0.432748	
0.298000	-0.0451592	0.362707	
0.298667	-0.23903	0.288488	
0.299333	-0.262173	0.224759	
0.300000	-0.0153377	0.167159	
0.300667	0.24461	0.101265	
0.301333	0.32078	0.0162524	
0.302000	0.0553741	-0.0792192	
0.302667	0.325902	-0.165848	
0.303333	-0.158652	-0.252141	
0.304000	-0.0933066	-0.304924	
0.304667	0.241256	-0.337459	
0.305333	0.539623	-0.37283	
0.306000	0.401889	-0.423234	
0.306667	0.103156	-0.464033	
0.307333	0.191949	-0.481932	
0.308000	0.0100015	-0.483335	
0.308667	-0.0385424	-0.459307	
0.309333	0.0222289	-0.41433	
0.310000	0.0455251	-0.356578	
0.310667	-0.158286	-0.284616	
0.311333	-0.0195456	-0.198017	
0.312000	-0.687024	-0.102759	
0.312667	-0.50227	0.0355846	
0.313333	-0.362341	0.181033	
0.314000	-0.312882	0.324561	
0.314667	-0.0437261	0.450067	
0.315333	-0.259825	0.545295	
0.316000	-0.0519895	0.620825	
0.316667	0.304131	0.656226	
0.317333	0.229547	0.636467	
0.318000	-0.147796	0.582435	
0.318667	0.0405853	0.51776	
0.319333	-0.447323	0.434577	
0.320000	-0.416831	0.371184	
0.320667	-0.0889767	0.313675	
0.321333	0.172983	0.242872	
0.322000	0.264979	0.149839	
0.322667	0.339319	0.0411037	
0.323333	0.691079	-0.0841284	
0.324000	0.720047	-0.238725	
0.324667	0.377678	-0.404603	
0.325333	-0.0103674	-0.545783	
0.326000	0.062052	-0.641864	
0.326667	-0.172129	-0.70166	
0.327333	-0.0859885	-0.711295	
0.328000	-0.272998	-0.682999	
0.328667	-0.188412	-0.609512	
0.329333	-0.233907	-0.506539	
0.330000	-0.33441	-0.375483	
0.330667	0.347857	-0.226863	
0.331333	0.200487	-0.108187	
0.332000	0.0875436	-0.00344564	
0.332667	-0.239487	0.0930627	
0.333333	-0.310626	0.198414	
0.334000	-0.0905318	0.300899	
0.334667	-0.271535	0.385424	
0.335333	-0.158591	0.462051	
0.336000	-0.00731817	0.51523	
0.336667	0.347643	0.535141	
0.337333	0.318157	0.502667	
0.338000	-0.325079	0.440432	
0.338667	-0.352065	0.392986	
0.339333	0.0129288	0.346942	
0.340000	0.150144	0.281658	
0.340667	0.198871	0.195609	
0.341333	-0.0377496	0.0988258	
0.342000	0.0566548	0.0105809	
0.342667	0.314254	-0.077786	
0.343333	0.0996491	-0.173959	
0.344000	0.117274	-0.257112	
0.344667	0.0460435	-0.326939	
0.345333	-0.0926053	-0.375666	
0.346000	0.151974	-0.397041	
0.346667	0.095685	-0.412958	
0.347333	-0.0287543	-0.408811	
0.348000	0.200182	-0.386887	
0.348667	-0.213447	-0.358072	
0.349333	0.209726	-0.300014	
0.350000	0.243847	-0.255892	
0.350667	-0.215215	-0.208903	
0.351333	-0.0399145	-0.140814	
0.352000	-0.417105	-0.0671137	
0.352667	-0.24769	0.0303094	
0.353333	-0.262143	0.128739	
0.354000	-0.196005	0.22726	
0.354667	-0.383929	0.314346	
0.355333	-0.445372	0.405884	
0.356000	0.168501	0.486536	
0.356667	-0.135539	0.525566	
0.357333	0.0647658	0.542612	
0.358000	0.209696	0.525322	
0.358667	0.337276	0.47126	
0.359333	0.0819635	0.380484	
0.360000	0.298093	0.279158	
0.360667	0.233907	0.154322	
0.361333	0.0632717	0.0250342	
0.362000	-0.0112517	-0.0944044	
0.362667	-0.0059765	-0.195761	
0.363333	0.2465	-0.282237	
0.364000	0.254367	-0.367159	
0.364667	-0.326146	-0.434943	
0.365333	0.281567	-0.455282	
0.366000	0.347765	-0.480377	
0.366667	-0.136575	-0.494403	
0.367333	0.302789	-0.47748	
0.368000	0.208263	-0.45827	
0.368667	0.0661989	-0.429485	
0.369333	-0.437931	-0.379508	
0.370000	-0.499861	-0.282603	
0.370667	-0.305259	-0.15484	
0.371333	-0.0348223	-0.0205823	
0.372000	-0.0748283	0.101723	
0.372667	0.131117	0.208324	
0.373333	0.00497026	0.288061	
0.374000	0.129227	0.347491	
0.374667	-0.05574	0.380606	
0.375333	0.144778	0.398566	
0.376000	-0.143162	0.388564	
0.376667	-0.250251	0.375178	
0.377333	-0.379295	0.362615	
0.378000	-0.25208	0.358011	
0.378667	-0.143101	0.342734	
0.379333	-0.456013	0.325049	
0.380000	0.012014	0.312943	
0.380667	-0.36228	0.284433	
0.381333	0.154535	0.264948	
0.382000	0.528951	0.210763	
0.382667	0.675802	0.11645	
0.383333	0.805944	-0.0179295	
0.384000	0.146028	-0.177649	
0.384667	0.0617165	-0.3084	
0.385333	0.185394	-0.414635	
0.386000	0.00869032	-0.502606	
0.386667	-0.00872082	-0.55676	
0.387333	-0.0709252	-0.579111	
0.388000	-0.0808963	-0.568164	
0.388667	-0.0344869	-0.528097	
0.389333	0.0271382	-0.468332	
0.390000	-0.524804	-0.389052	
0.390667	-0.471046	-0.26132	
0.391333	-0.217929	-0.112761	
0.392000	-0.00847688	0.0356151	
0.392667	-0.0184479	0.162341	
0.393333	-0.213416	0.274736	
0.394000	0.234151	0.375117	
0.394667	0.35798	0.428662	
0.395333	-0.0572647	0.440859	
0.396000	-0.118981	0.442963	
0.396667	0.255191	0.429942	
0.397333	0.113218	0.379508	
0.398000	-0.0371397	0.314925	
0.398667	-0.165696	0.247293	
0.399333	-0.206433	0.185881	
0.400000	-0.389113	0.134441	
0.400667	-0.256349	0.103918	
0.401333	0.0546423	0.0770542	
0.402000	0.0892512	0.039945	
0.402667	0.348589	-0.00454336	
0.403333	0.445615	-0.0706508	
0.404000	0.366122	-0.15237	
0.404667	0.399541	-0.238877	
0.405333	0.282603	-0.325811	
0.406000	0.327183	-0.405427	
0.406667	0.210367	-0.472998	
0.407333	0.270894	-0.522517	
0.408000	-0.0566853	-0.555296	
0.408667	-0.396187	-0.546149	
0.409333	-0.252568	-0.488366	
0.410000	-0.45583	-0.39762	
0.410667	-0.352766	-0.27187	
0.411333	-0.256349	-0.128891	
0.412000	-0.131879	0.0169842	
0.412667	-0.1771	0.154688	
0.413333	-0.123464	0.283	
0.414000	-0.165939	0.39137	
0.414667	0.105869	0.482023	
0.415333	0.037963	0.531025	
0.416000	-0.224363	0.555906	
0.416667	0.327701	0.561182	
0.417333	0.16658	0.516632	
0.418000	-0.202561	0.449488	
0.418667	-0.443725	0.386948	
0.419333	-0.0801034	0.336422	
0.420000	-0.222838	0.273669	
0.420667	-0.128434	0.218752	
0.421333	0.356334	0.155633	
0.422000	0.403841	0.0623569	
0.422667	0.258484	-0.0491232	
0.423333	0.0993136	-0.15667	
0.424000	0.280835	-0.252843	
0.424667	0.081811	-0.345387	
0.425333	0.254428	-0.416556	
0.426000	0.35673	-0.478242	
0.426667	0.278273	-0.533464	
0.427333	-0.0768408	-0.569353	
0.428000	0.124012	-0.565786	
0.428667	-0.188504	-0.544502	
0.429333	-0.494159	-0.480682	
0.430000	-0.241561	-0.371885	
0.430667	0.0253696	-0.248635	
0.431333	-0.214483	-0.129989	
0.432000	-0.458666	0.00262234	
0.432667	0.0762004	0.145875	
0.433333	-0.27498	0.26257	
0.434000	0.0533921	0.373379	
0.434667	0.280652	0.447597	
0.435333	0.316999	0.474675	
0.436000	0.158011	0.461959	
0.436667	0.0552217	0.425917	
0.437333	-0.108248	0.373897	
0.438000	-0.628814	0.325232	
0.438667	-0.606402	0.307729	
0.439333	0.0397316	0.304131	
0.440000	0.110321	0.269309	
0.440667	-0.193017	0.222076	
0.441333	0.16228	0.176581	
0.442000	0.259673	0.111755	
0.442667	0.383381	0.0293032	
0.443333	0.247324	-0.0681504	
0.444000	0.542154	-0.168501	
0.444667	0.382984	-0.283518	
0.445333	0.188992	-0.391644	
0.446000	0.0855616	-0.47809	
0.446667	-0.010093	-0.533281	
0.447333	-0.0583014	-0.556913	
0.448000	-0.313523	-0.547247	
0.448667	-0.260557	-0.491019	
0.449333	0.224027	-0.408903	
0.450000	0.187315	-0.337886	
0.450667	0.0690957	-0.263637	
0.451333	0.0320475	-0.186583	
0.452000	-0.261015	-0.104741	
0.452667	-0.742642	-0.00225644	
0.453333	-0.556303	0.13999	
0.454000	-0.0573257	0.284951	
0.454667	-0.0473851	0.399663	
0.455333	0.0874216	0.483578	
0.456000	-0.00930017	0.53261	
0.456667	-0.0364079	0.555083	
0.457333	0.0344564	0.552003	
0.458000	0.191706	0.520139	
0.458667	0.000243939	0.454672	
0.459333	-0.17896	0.38085	
0.460000	-0.0460435	0.305381	
0.460667	-0.00192102	0.224424	
0.461333	0.315017	0.135447	
0.462000	0.266839	0.0252477	
0.462667	0.226162	-0.0918735	
0.463333	0.24589	-0.205183	
0.464000	0.318859	-0.311906	
0.464667	0.220338	-0.414605	
0.465333	-0.168226	-0.494525	
0.466000	-0.041988	-0.529988	
0.466667	0.172404	-0.539105	
0.467333	0.00490927	-0.53505	
0.468000	-0.037963	-0.503886	
0.468667	0.0653147	-0.450159	
0.469333	-0.0957155	-0.383472	
0.470000	-0.125415	-0.298185	
0.470667	-0.284799	-0.197499	
0.471333	-0.324622	-0.0784874	
0.472000	-0.272632	0.052081	
0.472667	0.0200335	0.181521	
0.473333	-0.101326	0.284463	
0.474000	-0.303948	0.375727	
0.474667	-0.162982	0.459398	
0.475333	-0.120231	0.520383	
0.476000	-0.0607408	0.5574	
0.476667	-0.306753	0.571366	
0.477333	0.0352492	0.573256	
0.478000	0.109376	0.538861	
0.478667	0.374477	0.47562	
0.479333	0.272937	0.369446	
0.480000	-0.102851	0.247476	
0.480667	-0.0261625	0.134654	
0.481333	-0.0885193	0.0268638	
0.482000	-0.0346088	-0.0679065	
0.482667	-0.210062	-0.149382	
0.483333	0.229638	-0.207714	
0.484000	0.294831	-0.27251	
0.484667	0.415916	-0.338679	
0.485333	0.432473	-0.408628	
0.486000	0.404542	-0.476321	
0.486667	0.0955021	-0.534104	
0.487333	0.109559	-0.560175	
0.488000	0.189663	-0.565085	
0.488667	-0.0253087	-0.551881	
0.489333	0.0766578	-0.509924	
0.490000	0.0561669	-0.45394	
0.490667	-0.288183	-0.380636	
0.491333	-0.446042	-0.272053	
0.492000	-0.220216	-0.134746	
0.492667	-0.0102149	0.00179905	
0.493333	-0.212135	0.126177	
0.494000	-0.252873	0.248818	
0.494667	0.276962	0.357462	
0.495333	-0.0753161	0.421801	
0.496000	-0.223997	0.470772	
0.496667	-0.224881	0.508674	
0.497333	-0.439913	0.537702	
0.498000	-0.226162	0.561944	
0.498667	-0.160481	0.567249	
0.499333	0.0846468	0.549564	
0.500000	-0.168318	0.500563	
0.500667	0.23845	0.443542	
0.501333	0.788289	0.342551	
0.502000	0.409512	0.187467	
0.502667	0.246988	0.0225034	
0.503333	0.276047	-0.13871	
0.504000	0.270437	-0.293581	
0.504667	-0.299222	-0.42979	
0.505333	-0.280682	-0.508033	
0.506000	-0.235858	-0.541941	
0.506667	-0.164323	-0.538068	
0.507333	0.233175	-0.507667	
0.508000	0.00609847	-0.47379	
0.508667	0.142704	-0.421008	
0.509333	0.207226	-0.363835	
0.510000	0.0565633	-0.305381	
0.510667	-0.0944958	-0.237231	
0.511333	-0.29047	-0.153407	
0.512000	-0.342978	-0.0492452	
0.512667	-0.262204	0.0665953	
0.513333	0.0482084	0.179295	
0.514000	-0.300228	0.270315	
0.514667	0.0605578	0.357889	
0.515333	0.362615	0.409299	
0.516000	-0.158469	0.419179	
0.516667	-0.35365	0.427015	
0.517333	-0.283335	0.43845	
0.518000	0.0773591	0.436925	
0.518667	-0.191888	0.410763	
0.519333	0.162738	0.375849	
0.520000	-0.10035	0.314071	
0.520667	0.168226	0.24955	
0.521333	0.138984	0.165482	
0.522000	-0.0342124	0.0768408	
0.522667	0.42177	-0.010093	
0.523333	0.469217	-0.11828	
0.524000	0.40195	-0.237749	
0.524667	0.258819	-0.352034	
0.525333	0.475163	-0.45519	
0.526000	0.0087818	-0.55182	
