\\10.23.0.9\Work - Dsystems\ПРОЕКТЫ\Испытания Дагестанский ППУ\Испытания на вибростоле\2023-07-28\SR11\5.EDT
28/07/23,09:29:31
VIN: 000218BF	FSmp: 1500.0
T[sec]	X[м/с2]	Y[м/с2]	
10.970000	-0.0431467	0.0308583	
10.970667	-0.0640645	0.0290287	
10.971333	-0.225186	0.0289373	
10.972000	-0.075865	0.0338465	
10.972667	0.0511662	0.0373227	
10.973333	0.148315	0.0377191	
10.974000	0.0467143	0.0348223	
10.974667	0.000304924	0.0306753	
10.975333	0.165574	0.0266808	
10.976000	0.365634	0.0165878	
10.976667	0.321725	-0.00204299	
10.977333	0.164994	-0.0245768	
10.978000	0.165757	-0.0474766	
10.978667	-0.131148	-0.0702239	
10.979333	-0.183656	-0.0865373	
10.980000	-0.15545	-0.0958375	
10.980667	-0.0734256	-0.0997405	
10.981333	-0.168074	-0.101692	
10.982000	-0.415824	-0.0975756	
10.982667	-0.144503	-0.0831222	
10.983333	-0.0937945	-0.0684249	
10.984000	-0.0648268	-0.0509223	
10.984667	-0.0322609	-0.0328708	
10.985333	-0.00426893	-0.0182344	
10.986000	0.0488183	-0.00213447	
10.986667	0.169507	0.0107028	
10.987333	-0.12014	0.0189053	
10.988000	0.0326268	0.0307668	
10.988667	0.193078	0.0385424	
10.989333	0.103674	0.0429333	
10.990000	-0.0550387	0.0445189	
10.990667	0.217837	0.0446408	
10.991333	0.129897	0.0401584	
10.992000	-0.00176856	0.0350662	
10.992667	0.127641	0.0283579	
10.993333	-0.188931	0.0189967	
10.994000	-0.0383289	0.0167098	
10.994667	-0.109468	0.013874	
10.995333	0.0467448	0.0127763	
10.996000	0.172587	0.0102759	
10.996667	0.204878	0.00192102	
10.997333	0.116969	-0.010154	
10.998000	0.0359505	-0.0224729	
10.998667	0.126269	-0.0347308	
10.999333	0.0474156	-0.0485743	
11.000000	0.049794	-0.0606188	
11.000667	0.150602	-0.0730597	
11.001333	-0.27187	-0.0854701	
11.002000	-0.162372	-0.0873301	
11.002667	-0.416099	-0.0856531	
11.003333	-0.492909	-0.0715351	
11.004000	-0.230004	-0.0483609	
11.004667	-0.309894	-0.0230522	
11.005333	-0.00268333	0.00713521	
11.006000	-0.131026	0.0336941	
11.006667	0.110596	0.058088	
11.007333	0.14432	0.0767798	
11.008000	0.277115	0.0902574	
11.008667	0.328769	0.094069	
11.009333	0.295288	0.0903489	
11.010000	0.291538	0.0793411	
11.010667	0.162951	0.064095	
11.011333	0.00231742	0.0444579	
11.012000	-0.304893	0.0298825	
11.012667	-0.253544	0.0241804	
11.013333	-0.347643	0.0230217	
11.014000	-0.110535	0.0272907	
11.014667	0.127976	0.0303094	
11.015333	0.344991	0.0286018	
11.016000	0.111541	0.0181125	
11.016667	0.111389	0.00695226	
11.017333	0.238877	-0.00780605	
11.018000	0.167037	-0.0243329	
11.018667	0.378746	-0.0454336	
11.019333	0.15853	-0.0705288	
11.020000	-0.0348833	-0.0951667	
11.020667	-0.25949	-0.114712	
11.021333	-0.202408	-0.123677	
11.022000	-0.47626	-0.12508	
11.022667	-0.570909	-0.113035	
11.023333	-0.189022	-0.0908977	
11.024000	-0.35054	-0.065894	
11.024667	-0.169446	-0.0346393	
11.025333	0.0718705	-0.00429942	
11.026000	0.0901964	0.020125	
11.026667	0.251653	0.0402194	
11.027333	0.017899	0.0534226	
11.028000	0.296538	0.0649182	
11.028667	0.379142	0.067937	
11.029333	0.274065	0.0613201	
11.030000	0.251257	0.0493366	
11.030667	0.021924	0.033999	
11.031333	-0.0660465	0.0214971	
11.032000	-0.00402499	0.0111907	
11.032667	-0.0229912	0.000335416	
11.033333	-0.31523	-0.0067998	
11.034000	-0.0469278	-0.00689127	
11.034667	0.0231132	-0.00911722	
11.035333	-0.130934	-0.0101845	
11.036000	-0.0685468	-0.00844639	
11.036667	-0.0481779	-0.0055801	
11.037333	0.153712	-0.00387253	
11.038000	0.181978	-0.00649487	
11.038667	0.299466	-0.0135386	
11.039333	0.28922	-0.02601	
11.040000	0.0581489	-0.0422014	
11.040667	-0.0310412	-0.0569902	
11.041333	-0.00512272	-0.0682419	
11.042000	-0.294587	-0.0770847	
11.042667	-0.253697	-0.0754076	
11.043333	-0.308125	-0.0670222	
11.044000	-0.486506	-0.0519285	
11.044667	-0.104833	-0.0288153	
11.045333	-0.0867203	-0.00689127	
11.046000	0.0468363	0.013935	
11.046667	0.119134	0.0309802	
11.047333	0.0394266	0.0440615	
11.048000	-0.064034	0.0554351	
11.048667	-0.0613201	0.0670222	
11.049333	0.117609	0.0768103	
11.050000	0.0882449	0.0837625	
11.050667	0.126025	0.085775	
11.051333	0.204939	0.0826648	
11.052000	0.166732	0.0749807	
11.052667	0.119469	0.0628753	
11.053333	0.152431	0.0498855	
11.054000	-0.0102759	0.0335111	
11.054667	0.0752857	0.0188748	
11.055333	-0.130843	0.00372007	
11.056000	0.134959	-0.00884279	
11.056667	0.0737915	-0.0244854	
11.057333	-0.116176	-0.0389997	
11.058000	0.0661989	-0.0494281	
11.058667	0.113889	-0.0613811	
11.059333	0.0289068	-0.0732732	
11.060000	-0.117182	-0.0832747	
11.060667	-0.0722974	-0.0891292	
11.061333	-0.194511	-0.0911112	
11.062000	-0.246988	-0.0867813	
11.062667	-0.248635	-0.0768713	
11.063333	-0.115505	-0.0614726	
11.064000	-0.204909	-0.0446408	
11.064667	-0.122823	-0.023967	
11.065333	-0.169782	-0.00344564	
11.066000	0.0444579	0.0194541	
11.066667	0.27867	0.0368653	
11.067333	0.104009	0.0464704	
11.068000	0.205762	0.0528738	
11.068667	0.0908977	0.0529043	
11.069333	0.144381	0.0536361	
11.070000	0.0895256	0.0482694	
11.070667	-0.00387253	0.0435736	
11.071333	0.089861	0.038024	
11.072000	-0.185211	0.0303704	
11.072667	-0.168897	0.0293032	
11.073333	0.187711	0.0296691	
11.074000	0.0402804	0.0237231	
11.074667	-0.0461959	0.0181735	
11.075333	0.140417	0.0128983	
11.076000	0.334867	0.00222594	
11.076667	0.321877	-0.0134166	
11.077333	0.20189	-0.0363469	
11.078000	0.0669003	-0.0602224	
11.078667	-0.000121969	-0.0804389	
11.079333	-0.04211	-0.0976975	
11.080000	-0.23345	-0.109468	
11.080667	-0.308918	-0.114377	
11.081333	-0.349534	-0.108766	
11.082000	-0.261015	-0.095807	
11.082667	-0.270772	-0.0786093	
11.083333	-0.245982	-0.0550387	
11.084000	-0.01796	-0.0286933	
11.084667	-0.0186308	-0.00756211	
11.085333	0.0545813	0.0135386	
11.086000	0.138832	0.0318035	
11.086667	0.175819	0.0446408	
11.087333	0.127458	0.0529043	
11.088000	0.0554046	0.0578135	
11.088667	0.121756	0.0610762	
11.089333	0.057783	0.0603139	
11.090000	-0.0790057	0.0593077	
11.090667	0.102576	0.0571732	
11.091333	0.12883	0.0528433	
11.092000	0.00521419	0.0454946	
11.092667	-0.150937	0.0378715	
11.093333	-0.113005	0.0361944	
11.094000	0.051776	0.0346088	
11.094667	0.130843	0.0294556	
11.095333	0.148132	0.0214971	
11.096000	0.223021	0.00850737	
11.096667	0.184357	-0.00765358	
11.097333	0.198536	-0.025827	
11.098000	0.102485	-0.04583	
11.098667	0.06007	-0.0666563	
11.099333	-0.186705	-0.0845858	
11.100000	-0.267052	-0.0940385	
11.100667	-0.228418	-0.0961119	
11.101333	-0.145814	-0.0919345	
11.102000	-0.0624179	-0.0852872	
11.102667	-0.328921	-0.0769322	
11.103333	-0.242933	-0.0593991	
11.104000	-0.0457995	-0.0404634	
11.104667	-0.202256	-0.0193322	
11.105333	-0.0838235	0.00390302	
11.106000	0.095929	0.0254306	
11.106667	0.164903	0.0416526	
11.107333	0.195761	0.0522639	
11.108000	0.202195	0.0576001	
11.108667	0.233724	0.0572342	
11.109333	0.22543	0.0526603	
11.110000	0.223448	0.0424149	
11.110667	0.105656	0.0295166	
11.111333	-0.202134	0.0143009	
11.112000	-0.380789	0.00771457	
11.112667	-0.24586	0.0114041	
11.113333	-0.333708	0.0176551	
11.114000	-0.0916601	0.0291812	
11.114667	0.00750112	0.0418355	
11.115333	0.202134	0.0488488	
11.116000	0.364292	0.0477206	
11.116667	0.276596	0.0393961	
11.117333	0.380392	0.0243329	
11.118000	0.276688	0.00259185	
11.118667	0.19384	-0.0233876	
11.119333	0.0272297	-0.0497635	
11.120000	-0.183503	-0.0716266	
11.120667	-0.328555	-0.0854091	
11.121333	-0.255282	-0.0898	
11.122000	-0.244122	-0.0869947	
11.122667	-0.284921	-0.0784569	
11.123333	-0.410061	-0.0640035	
11.124000	-0.375087	-0.039884	
11.124667	-0.180271	-0.0111907	
11.125333	0.0205519	0.0171367	
11.126000	0.114895	0.0402194	
11.126667	0.261685	0.057905	
11.127333	0.289068	0.0673576	
11.128000	0.250983	0.0674186	
11.128667	0.225186	0.0634546	
11.129333	0.166214	0.0557705	
11.130000	0.17402	0.0441529	
11.130667	-0.131361	0.0304924	
11.131333	-0.360725	0.0224424	
11.132000	-0.101814	0.0238145	
11.132667	0.110382	0.0250952	
11.133333	0.0276871	0.0209483	
11.134000	0.148071	0.0152157	
11.134667	-0.167769	0.00762309	
11.135333	-0.00972707	0.00609847	
11.136000	0.235188	0.001982	
11.136667	0.247537	-0.00801949	
11.137333	0.169172	-0.0233572	
11.138000	0.0422319	-0.0388473	
11.138667	0.254764	-0.0539105	
11.139333	-0.13438	-0.0719315	
11.140000	-0.100045	-0.083793	
11.140667	-0.21058	-0.0899525	
11.141333	-0.13377	-0.0898305	
11.142000	-0.262204	-0.0871472	
11.142667	-0.35609	-0.0751637	
11.143333	-0.131239	-0.0573257	
11.144000	-0.104863	-0.0376581	
11.144667	-0.00253087	-0.0183869	
11.145333	-0.0222594	-0.000548863	
11.146000	0.227443	0.015917	
11.146667	0.0776031	0.0252782	
11.147333	0.218051	0.0324744	
11.148000	0.140173	0.0333586	
11.148667	0.095685	0.0326878	
11.149333	-0.0169538	0.0298215	
11.150000	-0.143589	0.02787	
11.150667	0.0489098	0.0302484	
11.151333	-0.0485438	0.0307973	
11.152000	0.156578	0.0314986	
11.152667	0.161793	0.0256136	
11.153333	0.0322609	0.0173502	
11.154000	0.0101235	0.00923919	
11.154667	0.0452812	0.00344564	
11.155333	-0.00311022	-0.00411647	
11.156000	-0.067876	-0.0121055	
11.156667	0.0171672	-0.0166183	
11.157333	0.0570512	-0.0219545	
11.158000	0.0195456	-0.0276871	
11.158667	0.0372007	-0.0335416	
11.159333	-0.0250037	-0.0399145	
11.160000	-0.0737915	-0.0430857	
11.160667	0.00396401	-0.0433906	
11.161333	-0.133587	-0.0452202	
11.162000	-0.1152	-0.0413172	
11.162667	-0.157646	-0.0342429	
11.163333	-0.0567158	-0.0247903	
11.164000	-0.178716	-0.0163744	
11.164667	-0.125324	-0.00243939	
11.165333	-0.0125629	0.0110077	
11.166000	0.0214361	0.023845	
11.166667	0.0355236	0.0335416	
11.167333	0.0844944	0.0425064	
11.168000	0.104528	0.0464704	
11.168667	0.0582404	0.0494586	
11.169333	0.206098	0.0496416	
11.170000	0.109285	0.041744	
11.170667	0.183229	0.0345479	
11.171333	-0.0866593	0.0225034	
11.172000	-0.229303	0.0157646	
11.172667	-0.0671137	0.0143009	
11.173333	-0.0245768	0.0132947	
11.174000	-0.0272297	0.0107943	
11.174667	0.0600395	0.0091782	
11.175333	0.0531177	0.00622044	
11.176000	0.00402499	0.000762309	
11.176667	0.113676	-0.00393352	
11.177333	0.15917	-0.0119225	
11.178000	0.165269	-0.0219545	
11.178667	-0.0745843	-0.033999	
11.179333	-0.097789	-0.0416526	
11.180000	-0.056106	-0.0453726	
11.180667	-0.0304314	-0.0486658	
11.181333	0.0194236	-0.0508918	
11.182000	-0.117609	-0.0528738	
11.182667	-0.0788838	-0.0495501	
11.183333	-0.086019	-0.0446408	
11.184000	-0.0936421	-0.0386948	
11.184667	-0.045769	-0.0306143	
11.185333	-0.0737305	-0.021802	
11.186000	-0.0435736	-0.0133861	
11.186667	-0.134746	-0.00286628	
11.187333	-0.0394266	0.0112517	
11.188000	0.126513	0.0225034	
11.188667	0.0179295	0.0282359	
11.189333	0.0335721	0.0343649	
11.190000	0.116328	0.0397316	
11.190667	0.0429028	0.0403109	
11.191333	0.0445493	0.0393352	
11.192000	-0.0531482	0.0379325	
11.192667	0.0234791	0.037841	
11.193333	0.00527518	0.0365908	
11.194000	0.111876	0.0331147	
11.194667	0.194358	0.0262234	
11.195333	0.0610457	0.0164659	
11.196000	0.185119	0.00564109	
11.196667	0.221192	-0.00835491	
11.197333	0.110413	-0.0269857	
11.198000	-0.0551607	-0.0446103	
11.198667	-0.0210092	-0.057905	
11.199333	-0.0523859	-0.0696141	
11.200000	-0.135569	-0.0780605	
11.200667	-0.193749	-0.0805303	
11.201333	-0.191949	-0.0785178	
11.202000	-0.207653	-0.0709252	
11.202667	-0.140783	-0.0599785	
11.203333	-0.189266	-0.046013	
11.204000	-0.0895561	-0.0274736	
11.204667	0.0471717	-0.0110687	
11.205333	0.0551607	0.00420795	
11.206000	0.273395	0.0144839	
11.206667	0.133343	0.0195151	
11.207333	0.067754	0.0221984	
11.208000	-0.0734561	0.0215886	
11.208667	-0.0503734	0.0251562	
11.209333	-0.147187	0.0288763	
11.210000	-0.100289	0.0359505	
11.210667	0.00106723	0.0435126	
11.211333	-0.186766	0.0492452	
11.212000	0.12389	0.0582709	
11.212667	0.174203	0.0609237	
11.213333	0.236834	0.0582099	
11.214000	0.0491537	0.0496721	
11.214667	0.129288	0.0407683	
11.215333	0.273029	0.0281749	
11.216000	0.277877	0.0106723	
11.216667	0.198475	-0.0122884	
11.217333	0.063912	-0.0364079	
11.218000	-0.061747	-0.0566243	
11.218667	-0.118158	-0.0737	
11.219333	-0.210001	-0.0859275	
11.220000	-0.251471	-0.0906538	
11.220667	-0.247659	-0.0886413	
11.221333	-0.165696	-0.0809267	
11.222000	-0.159932	-0.0713826	
11.222667	-0.132398	-0.055801	
11.223333	-0.0472022	-0.0400975	
11.224000	-0.102485	-0.0251562	
11.224667	-0.0331757	-0.00710472	
11.225333	0.107577	0.00875131	
11.226000	0.296416	0.0200945	
11.226667	0.185607	0.0218935	
11.227333	0.177557	0.0217411	
11.228000	0.0139655	0.0188748	
11.228667	-0.124256	0.0169233	
11.229333	-0.156578	0.017838	
11.230000	-0.1288	0.0224729	
11.230667	-0.0536971	0.0289677	
11.231333	0.0202469	0.0350662	
11.232000	0.106571	0.0397316	
11.232667	0.0748283	0.0385424	
11.233333	0.11703	0.0365908	
11.234000	0.16411	0.0313766	
11.234667	0.267967	0.0210092	
11.235333	0.175667	0.0063729	
11.236000	0.115078	-0.0101235	
11.236667	0.0510137	-0.0262539	
11.237333	-0.0255831	-0.0424454	
11.238000	-0.198017	-0.0546423	
11.238667	-0.217563	-0.0612897	
11.239333	-0.130446	-0.0609847	
11.240000	-0.170879	-0.057844	
11.240667	-0.158438	-0.0515626	
11.241333	-0.103887	-0.0417745	
11.242000	-0.0402499	-0.031773	
11.242667	-0.0207043	-0.0206128	
11.243333	0.0325963	-0.010093	
11.244000	0.00521419	-0.00170757	
11.244667	-0.00661684	0.00689127	
11.245333	-0.0313766	0.0147583	
11.246000	0.0124409	0.0235706	
11.246667	0.0563499	0.0294251	
11.247333	-0.059948	0.0334806	
11.248000	-0.00744014	0.0389997	
11.248667	0.144259	0.0430857	
11.249333	-0.00991002	0.0428113	
11.250000	0.116816	0.041805	
11.250667	0.0788228	0.0382984	
11.251333	0.0702849	0.0330842	
11.252000	0.152309	0.0267418	
11.252667	-0.0160695	0.0154596	
11.253333	-0.00972707	0.00631192	
11.254000	-0.165665	-0.00109773	
11.254667	-0.23287	-0.00326268	
11.255333	-0.0339685	0.000548863	
11.256000	0.128556	0.00143314	
11.256667	0.0980635	-0.00381155	
11.257333	0.151334	-0.00869032	
11.258000	0.241134	-0.0166488	
11.258667	0.0632412	-0.0285409	
11.259333	0.104284	-0.0411037	
11.260000	-0.00902574	-0.0535446	
11.260667	-0.209239	-0.0621129	
11.261333	-0.0848908	-0.0645523	
11.262000	-0.0860495	-0.0636376	
11.262667	-0.294251	-0.0595821	
11.263333	-0.225644	-0.0487268	
11.264000	-0.0823599	-0.0345479	
11.264667	-0.085836	-0.0196676	
11.265333	0.0453422	-0.00503124	
11.266000	0.109773	0.00615946	
11.266667	0.123189	0.0151242	
11.267333	0.179448	0.0197895	
11.268000	0.0441529	0.0199115	
11.268667	-0.00859885	0.0215886	
11.269333	0.0347613	0.0230217	
11.270000	0.0287543	0.0228388	
11.270667	0.0817195	0.0210092	
11.271333	-0.0486963	0.0187833	
11.272000	0.0621434	0.0161914	
11.272667	-0.0833966	0.0139045	
11.273333	-0.0836406	0.0143314	
11.274000	-0.0315291	0.0148193	
11.274667	0.0773591	0.0156731	
11.275333	0.197865	0.0132642	
11.276000	0.0457386	0.00606798	
11.276667	0.129379	-3.04924e-05	
11.277333	0.0425978	-0.00972707	
11.278000	0.140173	-0.0205214	
11.278667	0.0211922	-0.0305229	
11.279333	-0.0865678	-0.0397011	
11.280000	-0.098033	-0.0454336	
11.280667	-0.153194	-0.0465923	
11.281333	-0.0686993	-0.0451592	
11.282000	-0.162433	-0.041805	
11.282667	-0.180027	-0.0334806	
11.283333	-0.0925443	-0.0220155	
11.284000	-0.0854396	-0.0110687	
11.284667	-0.00311022	0.0020125	
11.285333	-0.0294251	0.0125629	
11.286000	-0.015978	0.021802	
11.286667	0.154779	0.0315901	
11.287333	0.0279615	0.035798	
11.288000	0.104772	0.039762	
11.288667	-0.0328708	0.0402194	
11.289333	-0.0131727	0.0405244	
11.290000	0.0902269	0.0413172	
11.290667	0.1728	0.0396706	
11.291333	0.120475	0.0316206	
11.292000	-0.0517455	0.0233876	
11.292667	-0.0115261	0.0168623	
11.293333	-0.194419	0.0114651	
11.294000	-0.157493	0.0110382	
11.294667	-0.175971	0.0123189	
11.295333	0.0722364	0.0168623	
11.296000	0.121756	0.0166183	
11.296667	0.0972402	0.0147583	
11.297333	0.340539	0.00933066	
11.298000	0.263424	-0.00451287	
11.298667	0.157463	-0.0213142	
11.299333	0.075743	-0.0402499	
11.300000	-0.0636681	-0.0558315	
11.300667	-0.0357066	-0.067815	
11.301333	-0.157676	-0.0775116	
11.302000	-0.188046	-0.0814756	
11.302667	-0.264582	-0.0788533	
11.303333	-0.382161	-0.069797	
11.304000	-0.202835	-0.0529043	
11.304667	-0.182344	-0.0333282	
11.305333	-0.110199	-0.0119225	
11.306000	0.0494281	0.00994051	
11.306667	0.127336	0.0264674	
11.307333	0.137338	0.0403414	
11.308000	0.268058	0.047995	
11.308667	0.159109	0.0486658	
11.309333	0.214514	0.0460435	
11.310000	0.164781	0.0383289	
11.310667	0.152889	0.0293642	
11.311333	0.0583929	0.01796	
11.312000	-0.130202	0.00576306	
11.312667	0.0203384	-0.00170757	
11.313333	-0.0453117	-0.00826343	
11.314000	-0.0500075	-0.0144229	
11.314667	-0.0683639	-0.017899	
11.315333	0.0535141	-0.0199725	
11.316000	0.000365908	-0.0242109	
11.316667	-0.0136911	-0.0268028	
11.317333	0.0961119	-0.0295471	
11.318000	0.0172892	-0.0336026	
11.318667	-0.0262234	-0.0364079	
11.319333	-0.0341514	-0.0386338	
11.320000	0.0035981	-0.0391522	
11.320667	0.00375056	-0.0392132	
11.321333	-0.103125	-0.0378715	
11.322000	-0.0521419	-0.0339685	
11.322667	-0.0855311	-0.0283274	
11.323333	-0.130934	-0.0212227	
11.324000	-0.158194	-0.0113432	
11.324667	0.00484829	0.00106723	
11.325333	0.0011892	0.0110077	
11.326000	0.00362859	0.0207958	
11.326667	-0.0805913	0.0291812	
11.327333	-0.0190272	0.0389692	
11.328000	0.0762614	0.0469887	
11.328667	0.0744319	0.0525383	
11.329333	0.145418	0.0548863	
11.330000	-0.0257965	0.0540325	
11.330667	0.181582	0.0522944	
11.331333	-0.0263149	0.046074	
11.332000	-0.0463789	0.0418965	
11.332667	-0.120963	0.0382984	
11.333333	0.065894	0.0363469	
11.334000	0.20067	0.0301874	
11.334667	0.0894341	0.0207043	
11.335333	0.136667	0.00969657	
11.336000	0.0888852	-0.00311022	
11.336667	0.106418	-0.0171367	
11.337333	-0.0485134	-0.0322609	
11.338000	0.0310717	-0.0434211	
11.338667	-0.0269248	-0.054063	
11.339333	-0.0908977	-0.0630582	
11.340000	-0.1245	-0.0681504	
11.340667	-0.210397	-0.0674186	
11.341333	-0.0934286	-0.0627228	
11.342000	-0.177222	-0.0561364	
11.342667	-0.0701934	-0.0442749	
11.343333	-0.0429333	-0.0329927	
11.344000	-0.0882754	-0.0201555	
11.344667	-0.132062	-0.00686078	
11.345333	-0.107669	0.00841589	
11.346000	0.186278	0.0242719	
11.346667	0.190791	0.0327488	
11.347333	0.182954	0.0361944	
11.348000	0.157066	0.0346393	
11.348667	0.00268333	0.0308888	
11.349333	-0.150358	0.0288153	
11.350000	-0.0550692	0.0312547	
11.350667	0.0916905	0.0310717	
11.351333	0.111998	0.0291202	
11.352000	-0.0413476	0.0242414	
11.352667	-0.0471717	0.0215276	
11.353333	0.0768713	0.0196371	
11.354000	0.0430247	0.0149108	
11.354667	0.142826	0.0092087	
11.355333	0.185089	-0.000152462	
11.356000	0.049916	-0.0123799	
11.356667	-0.00256136	-0.0228998	
11.357333	0.0182954	-0.0316816	
11.358000	0.0361639	-0.0416221	
11.358667	-0.0548558	-0.0497026	
11.359333	-0.0990392	-0.0551302	
11.360000	-0.0166183	-0.0572037	
11.360667	-0.2279	-0.057905	
11.361333	-0.0890987	-0.0514101	
11.362000	-0.0242719	-0.0454641	
11.362667	-0.0369872	-0.0382069	
11.363333	-0.17402	-0.0300655	
11.364000	-0.151273	-0.0186918	
11.364667	-0.00643389	-0.00457386	
11.365333	-0.0940385	0.00908673	
11.366000	-0.018143	0.0231742	
11.366667	0.0616861	0.0351577	
11.367333	0.136148	0.0435736	
11.368000	-0.122579	0.0487573	
11.368667	0.0843419	0.055801	
11.369333	0.0806218	0.0589113	
11.370000	0.116328	0.0604359	
11.370667	0.025888	0.0581794	
11.371333	-0.0731817	0.05574	
11.372000	-0.0454641	0.0539105	
11.372667	-0.087696	0.0532702	
11.373333	0.201402	0.0530567	
11.374000	0.116145	0.0462264	
11.374667	0.202225	0.0362249	
11.375333	0.135691	0.0215886	
11.376000	-0.0258575	0.00487878	
11.376667	-0.00469582	-0.00795851	
11.377333	0.186125	-0.0207348	
11.378000	0.0529652	-0.0372007	
11.378667	0.00503124	-0.0515016	
11.379333	0.0232962	-0.0653147	
11.380000	-0.119957	-0.0765053	
11.380667	-0.139564	-0.0812927	
11.381333	-0.23098	-0.0830917	
11.382000	-0.157066	-0.0784874	
11.382667	-0.262936	-0.0694006	
11.383333	-0.36975	-0.0551607	
11.384000	-0.0507088	-0.0333282	
11.384667	0.0354931	-0.0137216	
11.385333	0.165696	0.00295776	
11.386000	0.103552	0.0132947	
11.386667	0.18951	0.0210092	
11.387333	0.190181	0.0252782	
11.388000	0.212471	0.0241195	
11.388667	-0.0565938	0.0187833	
11.389333	-0.150144	0.0173502	
11.390000	0.0450677	0.0199115	
11.390667	-0.0482694	0.0196371	
11.391333	-0.0355236	0.0205214	
11.392000	-0.0361944	0.0225948	
11.392667	-0.105991	0.0241804	
11.393333	-0.0978805	0.0270162	
11.394000	-0.0596126	0.0321085	
11.394667	0.141576	0.0372007	
11.395333	0.265314	0.0354626	
11.396000	0.31587	0.0275956	
11.396667	0.361517	0.0114651	
11.397333	0.110352	-0.0095746	
11.398000	0.114804	-0.0289068	
11.398667	-0.006007	-0.0494281	
11.399333	-0.169507	-0.0648268	
11.400000	-0.169873	-0.0739135	
11.400667	-0.213721	-0.077969	
11.401333	-0.130995	-0.0763529	
11.402000	-0.12636	-0.0721144	
11.402667	-0.200518	-0.0639425	
11.403333	-0.16289	-0.0512577	
11.404000	-0.224546	-0.0364994	
11.404667	-0.177405	-0.0174111	
11.405333	-0.0444274	0.00436041	
11.406000	0.0534836	0.0236316	
11.406667	0.0998015	0.0393656	
11.407333	0.132276	0.0510137	
11.408000	0.0751332	0.0583014	
11.408667	0.095685	0.0629667	
11.409333	0.166671	0.0647048	
11.410000	0.254337	0.0608323	
11.410667	0.0665953	0.05202	
11.411333	0.0447933	0.0442444	
11.412000	0.118829	0.0343344	
11.412667	0.0332672	0.021924	
11.413333	-0.111968	0.0105504	
11.414000	-0.225217	0.00365908	
11.414667	-0.0862324	0.00246988	
11.415333	-0.0515321	0.000396401	
11.416000	0.0411647	-0.000853786	
11.416667	0.24089	-0.00356761	
11.417333	0.164171	-0.0124409	
11.418000	-0.123555	-0.0232047	
11.418667	0.0631497	-0.0289068	
11.419333	-0.0513187	-0.0352797	
11.420000	-0.11212	-0.038085	
11.420667	-0.0331147	-0.0400365	
11.421333	-0.182527	-0.0399755	
11.422000	-0.193505	-0.0334806	
11.422667	-0.00914771	-0.0250952	
11.423333	0.0195151	-0.0162219	
11.424000	-0.029974	-0.00936116	
11.424667	-0.0268333	-0.00231742	
11.425333	-0.00670832	0.00469582	
11.426000	-0.0291202	0.012075	
11.426667	-0.0505259	0.0181735	
11.427333	-0.0767188	0.0256746	
11.428000	-0.0114956	0.0341514	
11.428667	0.0481474	0.0409208	
11.429333	-0.0254001	0.0455556	
11.430000	0.0523554	0.0496111	
11.430667	-0.0277785	0.0525383	
11.431333	-0.0345783	0.0541849	
11.432000	0.147309	0.0543984	
11.432667	0.16658	0.0504954	
11.433333	0.187955	0.0418965	
11.434000	0.370726	0.0289982	
11.434667	0.218539	0.00887328	
11.435333	0.0707728	-0.0139655	
11.436000	0.0254001	-0.0348223	
11.436667	-0.0931847	-0.0533921	
11.437333	-0.0371092	-0.0670527	
11.438000	-0.182832	-0.077908	
11.438667	-0.237139	-0.0822074	
11.439333	-0.130568	-0.0803474	
11.440000	-0.0882754	-0.0766273	
11.440667	0.00481779	-0.0704374	
11.441333	-0.118981	-0.0646743	
11.442000	-0.14121	-0.0546118	
11.442667	-0.132947	-0.0420185	
11.443333	-0.0651317	-0.0268028	
11.444000	0.0930017	-0.0128983	
11.444667	0.0663514	-0.00231742	
11.445333	0.164079	0.0067998	
11.446000	0.0751942	0.0100625	
11.446667	-0.0402499	0.0144839	
11.447333	-0.103887	0.0206433	
11.448000	0.0751332	0.0276871	
11.448667	-0.032017	0.0303399	
11.449333	-0.124653	0.0354931	
11.450000	-0.141668	0.0424149	
11.450667	-0.120048	0.0513187	
11.451333	0.153255	0.059826	
11.452000	0.133618	0.0624179	
11.452667	0.359627	0.0602834	
11.453333	0.0586978	0.0492147	
11.454000	0.264613	0.0387558	
11.454667	0.277694	0.0214056	
11.455333	0.0374751	0.000914771	
11.456000	0.10032	-0.018021	
11.456667	-0.133557	-0.0373532	
11.457333	-0.163805	-0.0509527	
11.458000	-0.243756	-0.0578745	
11.458667	-0.0613506	-0.0583319	
11.459333	-0.112761	-0.0590637	
11.460000	-0.0595516	-0.0563804	
11.460667	-0.0563499	-0.0512577	
11.461333	-0.0921174	-0.0463179	
11.462000	-0.0830612	-0.0383289	
11.462667	-0.00307973	-0.0285713	
11.463333	0.0409208	-0.0202164	
11.464000	-0.104314	-0.0131422	
11.464667	-0.0246988	-0.00387253	
11.465333	-0.0015856	0.0067998	
11.466000	-0.116664	0.0161305	
11.466667	-0.0175636	0.0271382	
11.467333	0.240585	0.0351577	
11.468000	0.033938	0.0382679	
11.468667	-0.0236316	0.039762	
11.469333	0.0531787	0.0407073	
11.470000	0.0347613	0.0406463	
11.470667	0.0429333	0.0402194	
11.471333	-0.158469	0.038146	
11.472000	-0.120414	0.0396401	
11.472667	0.0234791	0.04397	
11.473333	0.140051	0.0435431	
11.474000	0.0663209	0.0387253	
11.474667	0.178746	0.0341819	
