\\10.23.0.9\Work - Dsystems\ПРОЕКТЫ\Испытания Дагестанский ППУ\Испытания на вибростоле\2023-07-28\SR11\10.EDT
28/07/23,09:58:56
VIN: 000218BF	FSmp: 1500.0
T[sec]	X[м/с2]	Y[м/с2]	
46.535333	0.623203	0.0569597	
46.536000	0.480956	0.0450982	
46.536667	0.0497026	0.0314681	
46.537333	-0.116145	0.0200945	
46.538000	0.604115	0.00942214	
46.538667	0.28489	-0.00570207	
46.539333	0.163531	-0.0209178	
46.540000	0.00167708	-0.0361944	
46.540667	0.0831832	-0.0506478	
46.541333	0.183899	-0.0641864	
46.542000	-0.0400975	-0.077725	
46.542667	-0.434943	-0.0893731	
46.543333	-0.559931	-0.0953191	
46.544000	-0.381612	-0.095929	
46.544667	-0.484432	-0.0952582	
46.545333	-0.537093	-0.0909587	
46.546000	-0.793808	-0.0825733	
46.546667	-0.691719	-0.0679675	
46.547333	-0.730811	-0.0484829	
46.548000	-0.415519	-0.0266808	
46.548667	-0.296538	-0.00426893	
46.549333	0.391095	0.0175636	
46.550000	-0.336544	0.0337855	
46.550667	-0.2626	0.0536971	
46.551333	0.465954	0.0737305	
46.552000	0.523554	0.0851347	
46.552667	0.408415	0.0932152	
46.553333	0.921327	0.0984294	
46.554000	0.899799	0.0943434	
46.554667	0.35051	0.0859275	
46.555333	0.522822	0.0762004	
46.556000	0.574324	0.0636681	
46.556667	0.451226	0.0468363	
46.557333	-0.0921479	0.0293946	
46.558000	0.35365	0.0155816	
46.558667	0.203598	-0.00186003	
46.559333	0.439486	-0.0188443	
46.560000	0.0951362	-0.038085	
46.560667	-0.302088	-0.0570512	
46.561333	-0.112974	-0.0697665	
46.562000	-0.383655	-0.0812622	
46.562667	-0.327976	-0.0889767	
46.563333	-0.495379	-0.0937335	
46.564000	-0.602621	-0.0942214	
46.564667	-0.650951	-0.089922	
46.565333	-0.911508	-0.0812012	
46.566000	-0.728981	-0.065833	
46.566667	-0.919863	-0.0454336	
46.567333	-0.279646	-0.0209178	
46.568000	0.0799815	0.000579355	
46.568667	-0.285409	0.0210092	
46.569333	0.433388	0.0406158	
46.570000	0.252873	0.0551302	
46.570667	0.627777	0.0666868	
46.571333	0.851042	0.0718705	
46.572000	-0.0774506	0.0705898	
46.572667	0.0957765	0.073822	
46.573333	0.421587	0.0735171	
46.574000	0.351211	0.072023	
46.574667	0.373653	0.0672052	
46.575333	-0.173044	0.0601614	
46.576000	-0.0811707	0.0576306	
46.576667	0.194572	0.0535141	
46.577333	-0.0135996	0.0492757	
46.578000	0.539837	0.041988	
46.578667	0.796705	0.0323524	
46.579333	0.699983	0.0163134	
46.580000	0.793716	-0.0055801	
46.580667	0.263088	-0.0296691	
46.581333	-0.0962034	-0.0529347	
46.582000	-0.0358285	-0.0721144	
46.582667	-0.679919	-0.0893731	
46.583333	-1.15667	-0.0972402	
46.584000	-1.1746	-0.0958375	
46.584667	-0.592467	-0.08794	
46.585333	-0.622593	-0.0756211	
46.586000	-0.549564	-0.0612897	
46.586667	-0.722151	-0.0443054	
46.587333	-0.517242	-0.0223814	
46.588000	-0.258179	-0.000182954	
46.588667	-0.0270162	0.0223814	
46.589333	0.084037	0.0418965	
46.590000	0.3313	0.0579355	
46.590667	0.550296	0.0715961	
46.591333	0.466533	0.0799205	
46.592000	0.550784	0.0836101	
46.592667	0.419514	0.0833051	
46.593333	0.257691	0.0807438	
46.594000	0.0703459	0.0769627	
46.594667	-0.0395181	0.0737915	
46.595333	-0.157097	0.0719925	
46.596000	0.1957	0.0709252	
46.596667	0.533982	0.0672052	
46.597333	0.850097	0.0575086	
46.598000	0.443877	0.0422014	
46.598667	0.0314681	0.0255526	
46.599333	0.646896	0.0112212	
46.600000	0.426527	-0.00896476	
46.600667	0.0661989	-0.0304009	
46.601333	0.0308888	-0.0492757	
46.602000	-0.186583	-0.0672052	
46.602667	-0.384936	-0.0807743	
46.603333	-0.586521	-0.0901659	
46.604000	-0.961333	-0.0941604	
46.604667	-0.709009	-0.0894646	
46.605333	-0.592528	-0.0815671	
46.606000	-1.04936	-0.069736	
46.606667	-0.288915	-0.0519285	
46.607333	-0.218783	-0.0343344	
46.608000	-0.379508	-0.0167708	
46.608667	-0.0177466	0.0020125	
46.609333	-0.233572	0.0203994	
46.610000	0.188504	0.038085	
46.610667	0.664642	0.0514101	
46.611333	0.9277	0.0582404	
46.612000	0.529347	0.0565938	
46.612667	0.119164	0.053758	
46.613333	0.485987	0.0510137	
46.614000	-0.259002	0.0456166	
46.614667	-0.0266198	0.0449762	
46.615333	0.072023	0.0423539	
46.616000	-0.0431162	0.040006	
46.616667	0.333769	0.0375666	
46.617333	0.199664	0.0323524	
46.618000	0.615122	0.0255526	
46.618667	0.794296	0.0142399	
46.619333	0.628234	-0.00365908	
46.620000	0.441011	-0.02415	
46.620667	0.3939	-0.0455556	
46.621333	0.0376581	-0.0668698	
46.622000	-0.357371	-0.0859275	
46.622667	-0.592924	-0.0985208	
46.623333	-0.569232	-0.105351	
46.624000	-0.772067	-0.108217	
46.624667	-0.828661	-0.103766	
46.625333	-0.816281	-0.0955326	
46.626000	-0.998076	-0.0804999	
46.626667	-0.560572	-0.0602529	
46.627333	-0.400914	-0.0390912	
46.628000	-0.422777	-0.0152767	
46.628667	-0.0105504	0.00899525	
46.629333	0.0529652	0.030096	
46.630000	0.196279	0.0483304	
46.630667	0.324622	0.0635461	
46.631333	0.316084	0.0764749	
46.632000	0.619178	0.0855311	
46.632667	0.505137	0.0887938	
46.633333	0.800089	0.0885803	
46.634000	0.84409	0.0813841	
46.634667	0.621038	0.0689737	
46.635333	0.420307	0.054124	
46.636000	-0.250617	0.037841	
46.636667	0.340051	0.0266808	
46.637333	0.450586	0.0122579	
46.638000	-0.339959	-0.00335416	
46.638667	-0.188595	-0.0145449	
46.639333	-0.424545	-0.0230217	
46.640000	-0.0256136	-0.0276871	
46.640667	-0.171764	-0.0332367	
46.641333	-0.135904	-0.0384509	
46.642000	-0.0317121	-0.0415611	
46.642667	-0.181186	-0.043909	
46.643333	-0.0576611	-0.0457995	
46.644000	0.219271	-0.046013	
46.644667	-0.245342	-0.049794	
46.645333	-0.757339	-0.0491842	
46.646000	-0.347339	-0.042049	
46.646667	-0.178533	-0.0347308	
46.647333	-0.206403	-0.0257051	
46.648000	-0.171215	-0.0168013	
46.648667	-0.279341	-0.00728768	
46.649333	-0.144229	0.00350662	
46.650000	-0.0425978	0.0145449	
46.650667	-0.267022	0.0259185	
46.651333	-0.20064	0.038146	
46.652000	-0.263149	0.0503734	
46.652667	-0.0563194	0.0636681	
46.653333	0.107333	0.0764139	
46.654000	0.581367	0.085714	
46.654667	0.843754	0.0886718	
46.655333	0.755479	0.0846773	
46.656000	0.882236	0.0762614	
46.656667	0.983165	0.0611067	
46.657333	0.441895	0.0412562	
46.658000	0.370421	0.0202469	
46.658667	0.1932	-0.00250037	
46.659333	-0.186735	-0.0210397	
46.660000	0.219088	-0.0386643	
46.660667	-0.0411952	-0.0563804	
46.661333	-0.687572	-0.0725718	
46.662000	-0.635217	-0.0807438	
46.662667	-0.545661	-0.0829697	
46.663333	-0.524835	-0.0823599	
46.664000	-0.66949	-0.077908	
46.664667	-0.302881	-0.0684554	
46.665333	0.0161	-0.0590332	
46.666000	-0.653329	-0.0515931	
46.666667	-1.13944	-0.0375666	
46.667333	-0.365512	-0.0146363	
46.668000	-0.116176	0.00707423	
46.668667	0.00936116	0.0259795	
46.669333	0.00493976	0.0434821	
46.670000	0.192193	0.0601005	
46.670667	0.599449	0.0733036	
46.671333	0.811829	0.0778165	
46.672000	0.396767	0.0773591	
46.672667	0.0206738	0.0765663	
46.673333	0.305015	0.0772067	
46.674000	0.680834	0.0737305	
46.674667	0.323189	0.0644609	
46.675333	-0.117518	0.0557096	
46.676000	0.0921479	0.047751	
46.676667	0.1381	0.0411342	
46.677333	0.182802	0.0324439	
46.678000	0.199298	0.0228998	
46.678667	0.716174	0.0109468	
46.679333	0.661379	-0.00768408	
46.680000	0.446195	-0.0271992	
46.680667	-0.0488488	-0.047934	
46.681333	-0.150754	-0.0650097	
46.682000	-0.658696	-0.0788838	
46.682667	-0.328494	-0.0869337	
46.683333	-0.461228	-0.0931542	
46.684000	-0.671289	-0.0930932	
46.684667	-0.619239	-0.0901049	
46.685333	-0.386857	-0.0826343	
46.686000	-0.315718	-0.0718095	
46.686667	-0.705746	-0.0606798	
46.687333	-0.473577	-0.0459215	
46.688000	-0.495928	-0.0270162	
46.688667	-0.0177161	-0.00573257	
46.689333	-0.354931	0.0119835	
46.690000	-0.342795	0.0335111	
46.690667	0.36664	0.0533007	
46.691333	0.369689	0.0674796	
46.692000	0.602346	0.0781214	
46.692667	0.387284	0.0820855	
46.693333	0.716388	0.0853786	
46.694000	0.675284	0.0808658	
46.694667	0.440249	0.0730292	
46.695333	0.513248	0.0629667	
46.696000	-0.0851347	0.0518065	
46.696667	0.515169	0.041744	
46.697333	0.602072	0.0267418	
46.698000	0.607591	0.0103674	
46.698667	0.118981	-0.0104284	
46.699333	0.0948008	-0.0288153	
46.700000	0.261685	-0.0475071	
46.700667	-0.25022	-0.0663514	
46.701333	-0.430735	-0.0806828	
46.702000	-0.734805	-0.0898	
46.702667	-0.551912	-0.0918125	
46.703333	-0.668698	-0.0901964	
46.704000	-0.870801	-0.0844334	
46.704667	-0.713399	-0.071718	
46.705333	0.00484829	-0.0571122	
46.706000	-0.258118	-0.0442139	
46.706667	-0.0503429	-0.029791	
46.707333	-0.129684	-0.0168623	
46.708000	0.165421	-0.00323219	
46.708667	0.326756	0.00628143	
46.709333	-0.17771	0.014057	
46.710000	-0.24522	0.0242414	
46.710667	-0.125872	0.0344564	
46.711333	-0.0375971	0.0462264	
46.712000	0.155968	0.055862	
46.712667	0.0919345	0.0628753	
46.713333	0.0528738	0.0705288	
46.714000	0.538892	0.0765663	
46.714667	0.489585	0.0762309	
46.715333	0.877631	0.0723279	
46.716000	0.712576	0.061747	
46.716667	0.461929	0.0475071	
46.717333	0.423173	0.031773	
46.718000	0.201158	0.013996	
46.718667	-0.134837	-0.00259185	
46.719333	0.132825	-0.0176551	
46.720000	0.62241	-0.0333891	
46.720667	0.220094	-0.0532397	
46.721333	-0.426009	-0.0708033	
46.722000	-0.819177	-0.0816891	
46.722667	-0.65891	-0.085897	
46.723333	-1.06525	-0.0848298	
46.724000	-0.679309	-0.0757735	
46.724667	-0.451043	-0.064034	
46.725333	-0.28983	-0.0498245	
46.726000	0.281353	-0.0369263	
46.726667	-0.215002	-0.028114	
46.727333	0.176825	-0.0156731	
46.728000	-0.250129	-0.00664734	
46.728667	-0.525231	0.00530567	
46.729333	-0.0689128	0.0199725	
46.730000	0.0291812	0.0334196	
46.730667	0.0712912	0.0449762	
46.731333	-0.0973011	0.0551607	
46.732000	0.282451	0.0645828	
46.732667	0.29977	0.071901	
46.733333	0.604054	0.0756211	
46.734000	0.666228	0.0737	
46.734667	0.83357	0.0668088	
46.735333	0.180149	0.0536971	
46.736000	-0.187467	0.0440615	
46.736667	-0.029791	0.0369567	
46.737333	0.131849	0.0295776	
46.738000	0.0841284	0.0214056	
46.738667	0.0963559	0.0141485	
46.739333	0.339929	0.0047873	
46.740000	-0.0597955	-0.00515321	
46.740667	0.414239	-0.0153682	
46.741333	0.426802	-0.0288153	
46.742000	0.0786703	-0.0446408	
46.742667	-0.0835796	-0.0583319	
46.743333	-0.261137	-0.0689128	
46.744000	-0.740385	-0.0773591	
46.744667	-0.428997	-0.0772981	
46.745333	-0.243421	-0.0754686	
46.746000	-0.604694	-0.0732732	
46.746667	-0.959015	-0.0644609	
46.747333	-0.985483	-0.047995	
46.748000	-0.697787	-0.0272602	
46.748667	-0.401737	-0.00390302	
46.749333	0.177252	0.0195761	
46.750000	0.0122274	0.0382984	
46.750667	0.172129	0.0567768	
46.751333	0.470192	0.0709557	
46.752000	0.226375	0.0803474	
46.752667	0.388625	0.0885498	
46.753333	0.91102	0.091721	
46.754000	0.817988	0.0875436	
46.754667	0.509162	0.0786398	
46.755333	0.7481	0.0661989	
46.756000	0.274736	0.0497026	
46.756667	0.149718	0.033938	
46.757333	0.275224	0.0188748	
46.758000	0.0341514	0.0032017	
46.758667	0.0132642	-0.0113432	
46.759333	-0.281262	-0.0243024	
46.760000	-0.0572952	-0.0349443	
46.760667	-0.21985	-0.0447933	
46.761333	0.153712	-0.0529043	
46.762000	0.324012	-0.0630582	
46.762667	-0.249214	-0.0736391	
46.763333	-0.487451	-0.0796461	
46.764000	-0.695927	-0.0824819	
46.764667	-0.798382	-0.0776336	
46.765333	-0.18457	-0.0681809	
46.766000	-0.836772	-0.0591247	
46.766667	-0.596553	-0.042049	
46.767333	-0.36478	-0.0242109	
46.768000	-0.279005	-0.006007	
46.768667	0.110199	0.0109773	
46.769333	-0.129288	0.0265589	
46.770000	0.418355	0.0424149	
46.770667	0.360969	0.051898	
46.771333	0.599084	0.0592467	
46.772000	0.303613	0.0615336	
46.772667	0.370604	0.0627228	
46.773333	0.127976	0.0615031	
46.774000	0.0225948	0.0596126	
46.774667	0.0253087	0.0570817	
46.775333	-0.178136	0.056106	
46.776000	-0.0601919	0.0561669	
46.776667	0.376428	0.0564719	
46.777333	0.950051	0.0507698	
46.778000	0.482359	0.0383289	
46.778667	0.843815	0.023967	
46.779333	0.813872	0.00298825	
46.780000	0.582343	-0.0216191	
46.780667	0.116786	-0.0479035	
46.781333	-0.1864	-0.0705898	
46.782000	-0.223997	-0.0905318	
46.782667	-0.83485	-0.105077	
46.783333	-1.04107	-0.110992	
46.784000	-1.08083	-0.109712	
46.784667	-0.934926	-0.100045	
46.785333	-0.512699	-0.0863239	
46.786000	-0.787496	-0.0694921	
46.786667	-0.881687	-0.0465923	
46.787333	-0.225339	-0.0207958	
46.788000	-0.0467448	0.00289677	
46.788667	0.187589	0.0254306	
46.789333	0.603627	0.0419575	
46.790000	0.434394	0.05388	
46.790667	0.625734	0.061747	
46.791333	0.380545	0.0636681	
46.792000	0.317761	0.0651927	
46.792667	0.218264	0.0631802	
46.793333	0.236895	0.0608933	
46.794000	0.0623874	0.0572037	
46.794667	-0.240859	0.0549168	
46.795333	0.0908977	0.0544289	
46.796000	-0.177283	0.0533007	
46.796667	0.112517	0.053819	
46.797333	0.818964	0.0498245	
46.798000	1.06052	0.0381155	
46.798667	0.31956	0.0213751	
46.799333	0.698794	0.00362859	
46.800000	0.235005	-0.0182344	
46.800667	0.277602	-0.0383289	
46.801333	0.0800425	-0.059887	
46.802000	-0.191584	-0.077725	
46.802667	-0.0190272	-0.0924833	
46.803333	-0.448268	-0.107516	
46.804000	-0.67629	-0.116054	
46.804667	-1.29943	-0.116938	
46.805333	-1.27519	-0.107547	
46.806000	-1.07891	-0.089983	
46.806667	-1.10803	-0.0666563	
46.807333	-0.806737	-0.0371092	
46.808000	-0.265345	-0.00612897	
46.808667	-0.0382679	0.0229912	
46.809333	0.291812	0.0504649	
46.810000	0.988867	0.0708643	
46.810667	0.558651	0.0824209	
46.811333	0.498672	0.0898305	
46.812000	0.682084	0.0931542	
46.812667	0.546332	0.0921479	
46.813333	0.6794	0.0867203	
46.814000	0.570695	0.0766883	
46.814667	0.567676	0.0647048	
46.815333	0.275011	0.0503429	
46.816000	-0.0311632	0.0344869	
46.816667	-0.293459	0.022046	
46.817333	0.00615946	0.0136301	
46.818000	0.0773286	0.00329318	
46.818667	0.266869	-0.00707423	
46.819333	-0.126269	-0.017777	
46.820000	-0.243421	-0.025949	
46.820667	0.134471	-0.0333282	
46.821333	0.0133557	-0.0424149	
46.822000	-0.00521419	-0.049977	
46.822667	0.0470802	-0.0574171	
46.823333	0.087879	-0.0645828	
46.824000	-0.386918	-0.071718	
46.824667	-0.54871	-0.0737	
46.825333	-0.277602	-0.0704069	
46.826000	-0.537824	-0.0671747	
46.826667	-0.766182	-0.057966	
46.827333	-0.419544	-0.044031	
46.828000	-0.156212	-0.030035	
46.828667	-0.553772	-0.0154291	
46.829333	-0.538221	0.00329318	
46.830000	-0.682511	0.0252782	
46.830667	0.0626313	0.0492147	
46.831333	0.365786	0.0687603	
46.832000	0.462661	0.0839455	
46.832667	0.686963	0.0927578	
46.833333	0.279402	0.0972707	
46.834000	0.528341	0.09971	
46.834667	0.441987	0.0973316	
46.835333	0.550357	0.0934591	
46.836000	0.535598	0.0843114	
46.836667	0.799083	0.0715351	
46.837333	0.812164	0.0531177	
46.838000	0.845858	0.0306753	
46.838667	0.400426	0.00481779	
46.839333	0.13746	-0.0221375	
46.840000	0.0467448	-0.0463484	
46.840667	-0.569933	-0.0685164	
46.841333	-0.622197	-0.0833966	
46.842000	-0.688152	-0.0926663	
46.842667	-0.89181	-0.0954716	
46.843333	-0.852323	-0.0915686	
46.844000	-0.250129	-0.0834881	
46.844667	-0.452232	-0.0747978	
46.845333	-0.859366	-0.0642169	
46.846000	-0.383655	-0.046013	
46.846667	0.0755296	-0.027992	
46.847333	0.0753466	-0.013996	
46.848000	0.268516	-0.00228693	
46.848667	-0.255617	0.00820245	
46.849333	-0.200457	0.0213751	
46.850000	-0.148406	0.0352797	
46.850667	-0.124988	0.0482999	
46.851333	0.345418	0.0604664	
46.852000	0.220338	0.0694921	
46.852667	0.41927	0.0747063	
46.853333	0.24461	0.0765968	
46.854000	0.742337	0.0763529	
46.854667	0.28367	0.0708033	
46.855333	0.289982	0.0653756	
46.856000	0.170544	0.0573257	
46.856667	0.300167	0.0485134	
46.857333	0.888609	0.0392437	
46.858000	0.59143	0.0209178	
46.858667	0.0590637	9.14771e-05	
46.859333	0.351425	-0.0173197	
46.860000	0.218783	-0.0358285	
46.860667	-0.394114	-0.0544289	
46.861333	-0.60137	-0.0670222	
46.862000	-0.513248	-0.073761	
46.862667	-0.557919	-0.0769627	
46.863333	-0.518858	-0.0751942	
46.864000	-0.200731	-0.0708948	
46.864667	-0.561303	-0.0665953	
46.865333	-0.541179	-0.0578135	
46.866000	-0.498703	-0.0439395	
46.866667	-0.326482	-0.029974	
46.867333	-0.367646	-0.0147583	
46.868000	-0.00859885	0.00283579	
46.868667	-0.0427503	0.0181125	
46.869333	-0.136148	0.0323219	
46.870000	0.0450677	0.045769	
46.870667	-0.10468	0.0598565	
46.871333	0.259338	0.0731207	
46.872000	0.48739	0.0819635	
46.872667	0.493427	0.0855311	
46.873333	0.332489	0.0862324	
46.874000	0.926816	0.0847078	
46.874667	1.1348	0.0726633	
46.875333	0.0251867	0.0552827	
46.876000	0.0260405	0.0422624	
46.876667	0.197408	0.0302789	
46.877333	0.108888	0.0165878	
46.878000	0.0352797	0.00387253	
46.878667	0.134471	-0.00875131	
46.879333	0.156578	-0.0208873	
46.880000	-0.142155	-0.033938	
46.880667	0.0969657	-0.0456776	
46.881333	-0.120475	-0.0564414	
46.882000	-0.247568	-0.0657415	
46.882667	-0.218722	-0.0717485	
46.883333	-0.411586	-0.0755906	
46.884000	-0.293093	-0.0763224	
46.884667	-0.205915	-0.0751637	
46.885333	-0.071901	-0.0713826	
46.886000	-0.418355	-0.0681504	
46.886667	-1.06912	-0.0619605	
46.887333	-0.226223	-0.0460435	
46.888000	-0.305595	-0.0313157	
46.888667	-0.908307	-0.0156426	
46.889333	-0.492269	0.00670832	
46.890000	-0.367677	0.0304619	
46.890667	0.382161	0.0532092	
46.891333	0.517882	0.0701629	
46.892000	0.368256	0.0812012	
46.892667	0.685163	0.0900135	
46.893333	0.681992	0.0918735	
46.894000	0.692177	0.087696	
46.894667	0.768682	0.0809572	
46.895333	1.10779	0.0684859	
46.896000	0.312882	0.0472022	
46.896667	0.303734	0.0276566	
46.897333	0.215855	0.00893426	
46.898000	-0.276962	-0.00899525	
46.898667	-0.155176	-0.0228998	
46.899333	-0.546271	-0.0350052	
46.900000	0.205884	-0.0415611	
46.900667	-0.156182	-0.0514406	
46.901333	-0.312394	-0.0586368	
46.902000	0.4143	-0.0641864	
46.902667	-0.0745233	-0.0735171	
46.903333	-0.174538	-0.0792497	
46.904000	-0.0285713	-0.083976	
46.904667	-0.330812	-0.0873911	
46.905333	-0.756119	-0.0871167	
46.906000	-0.860799	-0.0797985	
46.906667	-1.00655	-0.0651012	
46.907333	-0.520505	-0.0459825	
46.908000	-0.688182	-0.0247293	
46.908667	-0.147857	-0.0011892	
46.909333	0.196035	0.0203384	
46.910000	-0.0451897	0.0384204	
46.910667	0.462996	0.0556181	
46.911333	0.207287	0.0665039	
46.912000	0.556425	0.0762919	
46.912667	0.395943	0.0815976	
46.913333	0.324347	0.0827258	
46.914000	0.100045	0.0824819	
46.914667	0.589234	0.0831222	
46.915333	0.58774	0.0768408	
46.916000	-0.0206433	0.0665343	
46.916667	0.275468	0.0587283	
46.917333	0.374172	0.0497635	
46.918000	0.0167098	0.0390912	
46.918667	0.239975	0.0282969	
46.919333	0.895286	0.0156426	
46.920000	0.560511	-0.00417745	
46.920667	0.945507	-0.0263759	
46.921333	0.405335	-0.0536361	
46.922000	-0.122518	-0.0804084	
46.922667	-0.713582	-0.101387	
46.923333	-0.934103	-0.114712	
46.924000	-1.18268	-0.118402	
46.924667	-1.78954	-0.11212	
46.925333	-1.42268	-0.0926358	
46.926000	-0.980482	-0.0662294	
46.926667	-0.384997	-0.0376276	
46.927333	-0.40875	-0.00978805	
46.928000	0.165421	0.0182344	
46.928667	0.623355	0.0412867	
46.929333	0.758528	0.0570207	
46.930000	0.472327	0.0659245	
46.930667	0.5134	0.0716571	
46.931333	0.538434	0.073761	
46.932000	0.36228	0.0729377	
46.932667	0.148528	0.0696141	
46.933333	0.462203	0.0658025	
46.934000	0.475285	0.0583319	
46.934667	0.0610152	0.0486658	
46.935333	0.0778775	0.0397316	
46.936000	-0.253331	0.0316206	
46.936667	0.47437	0.0259795	
46.937333	0.194297	0.014179	
46.938000	0.0375361	0.00411647	
46.938667	-0.094069	-0.00573257	
46.939333	0.000121969	-0.0137825	
46.940000	0.0124409	-0.0210397	
46.940667	6.09847e-05	-0.0289068	
46.941333	0.117152	-0.0366823	
46.942000	-0.147827	-0.0437565	
46.942667	0.326329	-0.0502514	
46.943333	-0.0119225	-0.0590332	
46.944000	-0.0162219	-0.0664429	
46.944667	-0.277023	-0.071901	
46.945333	-0.735567	-0.0736696	
46.946000	-1.00908	-0.0704374	
46.946667	-0.976975	-0.0565633	
46.947333	-0.501081	-0.0392132	
46.948000	-0.667051	-0.0210092	
46.948667	-0.53133	0.00265284	
46.949333	0.076048	0.0267418	
46.950000	0.326085	0.0462569	
46.950667	0.292574	0.0614726	
46.951333	0.257203	0.0724804	
46.952000	0.239274	0.0820855	
46.952667	0.372678	0.0891597	
46.953333	0.771762	0.0915686	
46.954000	0.554443	0.0876656	
46.954667	0.449518	0.0817195	
46.955333	0.803382	0.0725108	
46.956000	0.505563	0.0572342	
46.956667	0.36908	0.0407073	
46.957333	0.398139	0.0229912	
46.958000	0.0296386	0.00429942	
46.958667	-0.355876	-0.011953	
46.959333	-0.274065	-0.0243939	
46.960000	-0.0836711	-0.0346393	
46.960667	0.0184784	-0.0437565	
46.961333	0.150419	-0.0523859	
46.962000	0.128739	-0.0626008	
46.962667	0.0327793	-0.0728158	
46.963333	-0.14182	-0.0829392	
46.964000	-0.643816	-0.0907758	
46.964667	-0.670497	-0.0897085	
46.965333	-0.556943	-0.083976	
46.966000	-0.702422	-0.0750112	
46.966667	-0.446164	-0.0626008	
46.967333	-1.0479	-0.0475986	
46.968000	-0.859702	-0.0228693	
46.968667	-0.40381	0.00396401	
46.969333	-0.541179	0.0301265	
46.970000	0.176063	0.058088	
46.970667	0.794052	0.0805608	
46.971333	0.970115	0.0931237	
46.972000	0.771121	0.0964474	
46.972667	1.02332	0.0956546	
46.973333	0.932944	0.0881229	
46.974000	0.599968	0.0743099	
46.974667	0.55612	0.0580575	
46.975333	0.385485	0.0405548	
46.976000	-0.0891292	0.0216496	
46.976667	-0.218508	0.00713521	
46.977333	-0.0430247	-0.00536666	
46.978000	0.0835186	-0.0168928	
46.978667	-0.0970267	-0.0286018	
46.979333	-0.29233	-0.0387863	
46.980000	0.017777	-0.0454336	
46.980667	-0.541483	-0.0526908	
46.981333	-0.00298825	-0.0542764	
46.982000	-0.067937	-0.0573257	
46.982667	-0.170513	-0.0603444	
46.983333	0.187467	-0.062052	
46.984000	-0.14121	-0.0647353	
46.984667	0.286598	-0.0657415	
46.985333	-0.366	-0.0690042	
46.986000	-0.932548	-0.0664734	
46.986667	-0.779385	-0.0561364	
46.987333	-1.05616	-0.0414086	
46.988000	-0.672021	-0.0184479	
46.988667	-0.212166	0.00615946	
46.989333	0.0391217	0.0277176	
46.990000	0.312913	0.0466228	
46.990667	0.103979	0.0602529	
46.991333	0.245372	0.0736391	
46.992000	0.713674	0.0826648	
46.992667	0.711661	0.0863849	
46.993333	0.873789	0.0843419	
46.994000	0.427107	0.0760785	
46.994667	0.00899525	0.0664429	
46.995333	-0.0092087	0.0593381	
46.996000	0.175819	0.0525383	
46.996667	0.306479	0.0433297	
46.997333	0.229272	0.0336941	
46.998000	0.368012	0.0215886	
46.998667	-6.09847e-05	0.00948313	
46.999333	0.347186	-0.00222594	
47.000000	0.330659	-0.0171977	
47.000667	0.398261	-0.034121	
47.001333	0.314712	-0.0524774	
47.002000	0.0750112	-0.0702849	
47.002667	-0.194206	-0.0871472	
47.003333	-1.08312	-0.100198	
47.004000	-0.895866	-0.101265	
47.004667	-0.77228	-0.0963559	
47.005333	-0.689067	-0.0871777	
47.006000	-0.80201	-0.0740964	
47.006667	-1.06492	-0.0554961	
47.007333	-0.577342	-0.0306143	
47.008000	0.124683	-0.00591552	
47.008667	0.281292	0.0149108	
47.009333	-0.0827258	0.0319865	
47.010000	0.0990697	0.0487878	
47.010667	0.331818	0.0640035	
47.011333	0.363835	0.0748588	
47.012000	0.661898	0.0823904	
47.012667	0.473912	0.0826648	
47.013333	0.497635	0.0811097	
47.014000	0.38893	0.0762004	
47.014667	0.314254	0.0689128	
47.015333	0.154871	0.0615336	
47.016000	0.386277	0.0524164	
47.016667	-0.0108553	0.0416526	
47.017333	0.025949	0.0322304	
47.018000	0.397224	0.0228693	
47.018667	0.0548253	0.0101235	
47.019333	0.115475	-0.000731817	
47.020000	0.0845553	-0.0123799	
47.020667	0.243878	-0.0249123	
47.021333	0.213233	-0.0377191	
47.022000	-0.053758	-0.0514406	
47.022667	-0.363682	-0.0626618	
47.023333	-0.379447	-0.0691872	
47.024000	-0.663819	-0.0723889	
47.024667	-0.456318	-0.0702544	
47.025333	-0.19817	-0.0654671	
47.026000	-0.370665	-0.059826	
47.026667	-0.410092	-0.0517455	
47.027333	-0.482511	-0.0414696	
47.028000	-0.285348	-0.027809	
47.028667	-0.226924	-0.0144534	
47.029333	-0.46693	0.000274431	
47.030000	-0.226833	0.0190272	
47.030667	-0.169995	0.0344259	
47.031333	0.0872692	0.050099	
47.032000	0.224729	0.0650097	
47.032667	0.201219	0.0761699	
47.033333	0.689981	0.0840675	
47.034000	0.696171	0.0865068	
47.034667	1.08565	0.0822074	
47.035333	0.745965	0.0695836	
47.036000	0.410854	0.054124	
47.036667	0.594418	0.037902	
47.037333	0.680651	0.0178075	
47.038000	0.0016161	-0.00463484	
47.038667	-0.355632	-0.0237536	
47.039333	-0.0351882	-0.0393961	
47.040000	-0.110931	-0.0521724	
47.040667	-0.577007	-0.0629972	
47.041333	-0.643358	-0.0681504	
47.042000	-0.0047873	-0.0697665	
47.042667	-0.021985	-0.0727548	
47.043333	-0.280804	-0.0753466	
47.044000	-0.272724	-0.0745843	
47.044667	-0.42607	-0.0720535	
47.045333	-0.29605	-0.0654366	
47.046000	-0.842931	-0.0572342	
47.046667	-0.715442	-0.0429333	
47.047333	-0.256837	-0.0244854	
47.048000	-0.457446	-0.00622044	
