\\10.23.0.9\Work - Dsystems\ПРОЕКТЫ\Испытания Дагестанский ППУ\Испытания на вибростоле\2023-07-28\SR11\10.EDT
28/07/23,09:58:56
VIN: 000218BF	FSmp: 1500.0
T[sec]	X[м/с2]	Y[м/с2]	
0.223333	0.227656	0.0364689	
0.224000	0.547155	0.0215276	
0.224667	0.500654	0.000731817	
0.225333	0.288763	-0.0195456	
0.226000	0.173136	-0.0410122	
0.226667	-0.30529	-0.0621739	
0.227333	-0.428265	-0.0763224	
0.228000	-0.585118	-0.086019	
0.228667	-0.511814	-0.0918125	
0.229333	-0.131879	-0.0937945	
0.230000	-0.914893	-0.0944349	
0.230667	-1.07659	-0.085775	
0.231333	-0.875527	-0.0689128	
0.232000	-0.315627	-0.0489402	
0.232667	0.0257965	-0.0294251	
0.233333	-0.30718	-0.0109468	
0.234000	-0.134502	0.00740965	
0.234667	0.0437565	0.0255831	
0.235333	0.450769	0.0398535	
0.236000	0.198841	0.0499465	
0.236667	0.196615	0.0592772	
0.237333	0.283762	0.0654366	
0.238000	0.462691	0.0692177	
0.238667	0.271321	0.0705898	
0.239333	0.0246378	0.0693396	
0.240000	0.344137	0.0679675	
0.240667	0.442475	0.064034	
0.241333	0.198749	0.0562279	
0.242000	0.562066	0.0486963	
0.242667	0.537611	0.0357675	
0.243333	0.471595	0.0206128	
0.244000	0.191096	0.00262234	
0.244667	0.399816	-0.0146058	
0.245333	0.312913	-0.0341514	
0.246000	-0.450372	-0.0534836	
0.246667	-0.217685	-0.0669003	
0.247333	-0.295928	-0.0783044	
0.248000	-0.518919	-0.085897	
0.248667	0.0189967	-0.0898	
0.249333	-0.292727	-0.0931237	
0.250000	-0.808993	-0.0944349	
0.250667	-0.589113	-0.0869032	
0.251333	-0.209879	-0.0759565	
0.252000	-0.352644	-0.0661684	
0.252667	-0.515199	-0.0531177	
0.253333	-0.489067	-0.0369872	
0.254000	-0.262783	-0.0185394	
0.254667	0.0740964	-0.000884279	
0.255333	0.091843	0.0159475	
0.256000	-0.179935	0.0293032	
0.256667	-0.0260405	0.0449153	
0.257333	0.534013	0.0587893	
0.258000	-0.0590027	0.0660465	
0.258667	0.344106	0.075804	
0.259333	0.467905	0.079707	
0.260000	0.424576	0.0812317	
0.260667	0.653604	0.0785178	
0.261333	0.47998	0.0707728	
0.262000	1.0611	0.0597345	
0.262667	0.495379	0.0397316	
0.263333	0.311693	0.0196676	
0.264000	0.241195	-0.000914771	
0.264667	-0.0449458	-0.0209483	
0.265333	0.0964779	-0.038085	
0.266000	-0.20378	-0.0549777	
0.266667	-0.251775	-0.06812	
0.267333	-0.0918735	-0.0787618	
0.268000	-0.287665	-0.0884279	
0.268667	-0.698397	-0.0953191	
0.269333	-0.853207	-0.0934896	
0.270000	-0.0946788	-0.0866288	
0.270667	-0.574324	-0.0817805	
0.271333	-0.518858	-0.0691872	
0.272000	-0.567829	-0.0553132	
0.272667	-0.589905	-0.0372007	
0.273333	-0.0724499	-0.0174416	
0.274000	-0.585667	0.000396401	
0.274667	-0.516053	0.0228083	
0.275333	-0.23159	0.048117	
0.276000	0.505868	0.0704679	
0.276667	0.307607	0.0856531	
0.277333	0.474034	0.0998015	
0.278000	0.684798	0.107394	
0.278667	0.570268	0.108553	
0.279333	0.419758	0.106235	
0.280000	0.318615	0.101479	
0.280667	0.446561	0.0943739	
0.281333	0.769322	0.083793	
0.282000	0.400944	0.0685773	
0.282667	0.190394	0.0514101	
0.283333	0.264643	0.0347918	
0.284000	0.314864	0.0158255	
0.284667	0.296081	-0.00350662	
0.285333	0.0705593	-0.023784	
0.286000	-0.194419	-0.0415916	
0.286667	-0.228235	-0.0561669	
0.287333	-0.0858665	-0.0681809	
0.288000	-0.592253	-0.0791277	
0.288667	-0.626588	-0.0839455	
0.289333	-0.726664	-0.0829087	
0.290000	-0.545447	-0.0779385	
0.290667	-0.688945	-0.0687298	
0.291333	-0.640126	-0.0551607	
0.292000	-0.431223	-0.0365908	
0.292667	-0.151151	-0.0186918	
0.293333	0.00350662	-0.00134166	
0.294000	0.0189053	0.0135691	
0.294667	-0.186796	0.027809	
0.295333	-0.0225339	0.0447933	
0.296000	0.442505	0.0577221	
0.296667	0.154413	0.0654671	
0.297333	0.391796	0.0722364	
0.298000	0.259856	0.0757735	
0.298667	0.360237	0.0768103	
0.299333	0.27248	0.0748893	
0.300000	-0.10343	0.0723279	
0.300667	0.435858	0.0703764	
0.301333	0.585941	0.06379	
0.302000	0.612714	0.0525993	
0.302667	0.449336	0.037841	
0.303333	0.426863	0.0213751	
0.304000	0.413172	0.0020125	
0.304667	-0.0446408	-0.0177466	
0.305333	0.0943434	-0.0352492	
0.306000	-0.163835	-0.051898	
0.306667	-0.249763	-0.0661075	
0.307333	-0.0157341	-0.0776641	
0.308000	-0.184875	-0.0890072	
0.308667	-0.532854	-0.0967523	
0.309333	-0.719376	-0.0981244	
0.310000	-0.673119	-0.0945873	
0.310667	-0.260008	-0.086019	
0.311333	-0.409055	-0.0779385	
0.312000	-0.331665	-0.0661379	
0.312667	-0.158621	-0.0535751	
0.313333	-0.503917	-0.0390912	
0.314000	0.0915076	-0.0214666	
0.314667	-0.0757735	-0.00737915	
0.315333	-0.213934	0.00582404	
0.316000	0.25516	0.0201859	
0.316667	0.116267	0.0307058	
0.317333	0.129989	0.0406158	
0.318000	0.410336	0.047812	
0.318667	0.169233	0.0505868	
0.319333	0.149504	0.0543374	
0.320000	0.271687	0.0561669	
0.320667	0.0392742	0.0571122	
0.321333	0.0269857	0.0553132	
0.322000	0.768286	0.05388	
0.322667	0.503825	0.0454641	
0.323333	0.622044	0.0349443	
0.324000	0.824392	0.0195151	
0.324667	0.69297	-0.00131117	
0.325333	0.361396	-0.0255221	
0.326000	-0.00716571	-0.0506478	
0.326667	-0.0656196	-0.0697056	
0.327333	-0.594723	-0.0883364	
0.328000	-0.669917	-0.0974841	
0.328667	-0.324805	-0.101387	
0.329333	-0.827868	-0.104436	
0.330000	-0.966364	-0.097728	
0.330667	-0.629149	-0.085836	
0.331333	-0.432931	-0.0713521	
0.332000	-0.0394266	-0.0547643	
0.332667	-0.015795	-0.0404634	
0.333333	-0.0393656	-0.027992	
0.334000	-0.850249	-0.0142399	
0.334667	-0.329165	0.00722669	
0.335333	-0.325201	0.0281445	
0.336000	-0.32944	0.0510137	
0.336667	0.205427	0.073883	
0.337333	0.568134	0.0912027	
0.338000	0.787831	0.101265	
0.338667	0.690713	0.104162	
0.339333	0.956911	0.101174	
0.340000	0.858269	0.0915991	
0.340667	0.297148	0.0772677	
0.341333	0.212776	0.0635461	
0.342000	-0.126208	0.0498245	
0.342667	-0.0883974	0.0397316	
0.343333	0.298124	0.0292422	
0.344000	0.297514	0.0162219	
0.344667	0.395943	0.00186003	
0.345333	0.149839	-0.0161305	
0.346000	0.248635	-0.031895	
0.346667	-0.139594	-0.0493366	
0.347333	-0.157097	-0.0636986	
0.348000	-0.468637	-0.0753161	
0.348667	-0.864733	-0.0812317	
0.349333	-0.5202	-0.0786703	
0.350000	-0.0675711	-0.0738525	
0.350667	-0.526085	-0.0712302	
0.351333	-0.635308	-0.0629362	
0.352000	-0.172922	-0.0503124	
0.352667	-0.476321	-0.0376276	
0.353333	-0.549472	-0.0228998	
0.354000	-0.188199	-0.00368958	
0.354667	-0.162921	0.0145754	
0.355333	-0.315169	0.031834	
0.356000	0.0492147	0.0519895	
0.356667	0.0827868	0.0668393	
0.357333	0.0364689	0.081994	
0.358000	0.868819	0.0943129	
0.358667	0.447262	0.095746	
0.359333	0.413172	0.0972097	
0.360000	0.158469	0.0946483	
0.360667	0.431924	0.0915076	
0.361333	0.591582	0.0864459	
0.362000	0.303643	0.0747673	
0.362667	0.671167	0.0625094	
0.363333	0.576062	0.0451287	
0.364000	0.449549	0.0244854	
0.364667	0.027931	0.00292727	
0.365333	0.0298215	-0.0181125	
0.366000	-0.178838	-0.0354931	
0.366667	0.011831	-0.0503734	
0.367333	-0.314071	-0.0647048	
0.368000	-0.296142	-0.0749197	
0.368667	-0.491994	-0.0821769	
0.369333	-0.552278	-0.0840065	
0.370000	-0.603109	-0.0827868	
0.370667	-0.669003	-0.0755296	
0.371333	-0.667508	-0.0646743	
0.372000	-0.158103	-0.0497635	
0.372667	-0.415763	-0.0368348	
0.373333	-0.602224	-0.0189967	
0.374000	-0.0718095	0.000884279	
0.374667	0.0648268	0.0182344	
0.375333	-0.20808	0.0332977	
0.376000	0.177923	0.0495196	
0.376667	0.733921	0.0632412	
0.377333	0.273151	0.067937	
0.378000	0.399846	0.0731207	
0.378667	0.603474	0.0728463	
0.379333	0.541087	0.0674796	
0.380000	-0.0175636	0.0606493	
0.380667	0.511479	0.0545204	
0.381333	0.463728	0.0443664	
0.382000	0.300746	0.0306143	
0.382667	0.675284	0.0166488	
0.383333	0.212349	-0.00182954	
0.384000	-0.198414	-0.0193627	
0.384667	-0.268058	-0.0329318	
0.385333	-0.360999	-0.0450067	
0.386000	-0.021924	-0.052081	
0.386667	0.285256	-0.0604664	
0.387333	0.307302	-0.0712607	
0.388000	0.0399755	-0.0824819	
0.388667	-0.161488	-0.0926358	
0.389333	-0.366366	-0.0996795	
0.390000	-0.839028	-0.101875	
0.390667	-0.65214	-0.0961119	
0.391333	-0.507332	-0.0863544	
0.392000	-0.791826	-0.0745538	
0.392667	-0.963315	-0.055862	
0.393333	-0.55984	-0.0315596	
0.394000	-0.071962	-0.00762309	
0.394667	-0.0333891	0.016161	
0.395333	-0.0833356	0.0377496	
0.396000	0.0941299	0.0578745	
0.396667	-0.00387253	0.0768103	
0.397333	0.568896	0.0934286	
0.398000	0.442749	0.102607	
0.398667	0.731939	0.108766	
0.399333	1.2476	0.107608	
0.400000	0.993685	0.0943739	
0.400667	0.545051	0.0779385	
0.401333	0.471656	0.0604054	
0.402000	0.1635	0.0404024	
0.402667	0.0825733	0.0216191	
0.403333	-0.152035	0.00423844	
0.404000	-0.359535	-0.00972707	
0.404667	-0.241987	-0.020125	
0.405333	-0.194755	-0.0293642	
0.406000	0.116786	-0.0371397	
0.406667	0.384753	-0.0464399	
0.407333	-0.370696	-0.0577525	
0.408000	-0.583288	-0.0629362	
0.408667	-0.0305229	-0.0642169	
0.409333	0.0388473	-0.0662294	
0.410000	-0.371946	-0.0689737	
0.410667	-0.748161	-0.0662904	
0.411333	-0.135965	-0.0583319	
0.412000	-0.738464	-0.049916	
0.412667	-0.482816	-0.0345174	
0.413333	-0.318523	-0.0193322	
0.414000	-0.771914	-0.00213447	
0.414667	0.0410427	0.0201859	
0.415333	0.26321	0.0373532	
0.416000	-0.153316	0.0527518	
0.416667	0.442048	0.0675101	
0.417333	0.560663	0.0762309	
0.418000	0.140234	0.0813536	
0.418667	0.103491	0.0844029	
0.419333	0.135783	0.0885498	
0.420000	0.49422	0.0898305	
0.420667	0.360816	0.085775	
0.421333	0.560297	0.0805303	
0.422000	0.828569	0.069797	
0.422667	0.602987	0.0529043	
0.423333	0.539105	0.0329927	
0.424000	0.285409	0.0114041	
0.424667	0.171062	-0.00978805	
0.425333	0.122366	-0.0314986	
0.426000	-0.236163	-0.0508003	
0.426667	-0.466869	-0.0664734	
0.427333	-1.07013	-0.0761089	
0.428000	-0.379904	-0.0773591	
0.428667	-0.641986	-0.0755601	
0.429333	-0.572677	-0.0688518	
0.430000	-0.123708	-0.0605578	
0.430667	-0.270803	-0.0521115	
0.431333	0.0205823	-0.0422319	
0.432000	-0.371336	-0.0343344	
0.432667	-0.201798	-0.0232657	
0.433333	-0.384051	-0.011892	
0.434000	0.0751637	0.00195151	
0.434667	-0.234395	0.0135386	
0.435333	-0.0771762	0.0273212	
0.436000	0.488762	0.0400365	
0.436667	0.161701	0.0466533	
0.437333	0.131178	0.0526908	
0.438000	-0.178594	0.0568073	
0.438667	0.101936	0.0633326	
0.439333	0.336666	0.0669003	
0.440000	0.241622	0.0675406	
0.440667	0.399907	0.0681809	
0.441333	0.695561	0.0624179	
0.442000	0.529317	0.0513491	
0.442667	0.486963	0.0388778	
0.443333	0.618721	0.0231742	
0.444000	0.215093	0.00344564	
0.444667	0.560907	-0.0152157	
0.445333	0.542368	-0.0390302	
0.446000	-0.0686688	-0.0629972	
0.446667	-0.380514	-0.0832747	
0.447333	-0.584264	-0.0987953	
0.448000	-0.5159	-0.106174	
0.448667	-0.526573	-0.109894	
0.449333	-0.633174	-0.110687	
0.450000	-0.928127	-0.104955	
0.450667	-0.563895	-0.0926968	
0.451333	-0.237353	-0.0782739	
0.452000	-0.246256	-0.0632412	
0.452667	-0.582038	-0.0481474	
0.453333	-0.479371	-0.028114	
0.454000	-0.0825123	-0.00689127	
0.454667	-0.49419	0.0136301	
0.455333	-0.205702	0.0367128	
0.456000	0.225674	0.0607713	
0.456667	0.524835	0.0776641	
0.457333	0.667082	0.0883669	
0.458000	0.690317	0.0934591	
0.458667	0.756394	0.0924529	
0.459333	0.612561	0.0870252	
0.460000	0.328189	0.0771152	
0.460667	0.161061	0.0673271	
0.461333	0.267723	0.0570817	
0.462000	0.523097	0.0447323	
0.462667	0.123403	0.0300655	
0.463333	0.238664	0.0164659	
0.464000	-0.338465	0.00125019	
0.464667	-0.115962	-0.00856835	
0.465333	-0.0695226	-0.0188748	
0.466000	-0.0134166	-0.0268333	
0.466667	0.550753	-0.0356761	
0.467333	-0.174508	-0.0501599	
0.468000	-0.192224	-0.0592772	
0.468667	-0.168409	-0.0654671	
0.469333	-0.522822	-0.0704984	
0.470000	-0.416343	-0.0698885	
0.470667	-0.32389	-0.0664124	
0.471333	-0.45891	-0.0627533	
0.472000	-0.253514	-0.054002	
0.472667	-0.600364	-0.0436346	
0.473333	-0.660953	-0.0287543	
0.474000	-0.546057	-0.0106723	
0.474667	-0.206525	0.00994051	
0.475333	-0.153834	0.0293642	
0.476000	-0.282542	0.0483304	
0.476667	0.0931237	0.0679675	
0.477333	0.383198	0.084037	
0.478000	0.488488	0.0955631	
0.478667	0.46635	0.102729	
0.479333	0.293642	0.105443	
0.480000	0.480499	0.105565	
0.480667	0.780117	0.10096	
0.481333	0.690256	0.0910807	
0.482000	0.466747	0.0774201	
0.482667	0.40503	0.0608018	
0.483333	0.682328	0.0426283	
0.484000	0.666624	0.0196981	
0.484667	0.400334	-0.00676931	
0.485333	0.196889	-0.0331147	
0.486000	0.199146	-0.0585758	
0.486667	-0.122732	-0.0834576	
0.487333	-1.03122	-0.104131	
0.488000	-1.03448	-0.113188	
0.488667	-1.37097	-0.111846	
0.489333	-1.015	-0.0999845	
0.490000	-0.203506	-0.0852872	
0.490667	-0.307668	-0.0714131	
0.491333	-0.310412	-0.0565328	
0.492000	0.00420795	-0.041744	
0.492667	0.0881229	-0.0278395	
0.493333	0.233968	-0.0152462	
0.494000	0.267936	-0.00710472	
0.494667	-0.0201859	-0.000762309	
0.495333	-0.0688213	0.00756211	
0.496000	0.165543	0.0144839	
0.496667	0.130965	0.0205519	
0.497333	-0.0227168	0.026071	
0.498000	-0.320627	0.0325658	
0.498667	-0.136697	0.0412257	
0.499333	-0.161152	0.0493671	
0.500000	0.0830612	0.0581794	
0.500667	-0.16597	0.0643694	
0.501333	0.490317	0.07184	
0.502000	0.705197	0.0727853	
0.502667	0.808932	0.0669003	
0.503333	0.909008	0.0560145	
0.504000	0.904373	0.0388473	
0.504667	0.758803	0.0155816	
0.505333	0.267479	-0.00936116	
0.506000	0.581185	-0.0350357	
0.506667	-0.181948	-0.0610152	
0.507333	-0.346668	-0.0830002	
0.508000	-0.743007	-0.0989172	
