49.805,5.0981e+05,0.40716
0,2.2651,-7.1019
0.73242,1.8182,-5.1931
1.4648,1.291,-2.2187
2.1973,1.0573,-0.48366
2.9297,1.009,-0.077617
3.6621,0.98984,0.088721
4.3945,0.98979,0.089098
5.127,0.93213,0.6105
5.8594,0.94095,0.52867
6.5918,0.97872,0.18686
7.3242,0.94073,0.53069
8.0566,0.94333,0.50676
8.7891,1.0162,-0.13999
9.5215,1.0448,-0.38052
10.254,1.0353,-0.30117
10.986,1.0473,-0.4013
11.719,1.0664,-0.55806
12.451,1.0718,-0.60254
13.184,1.0785,-0.65618
13.916,1.0928,-0.77071
14.648,1.1031,-0.85247
15.381,1.1143,-0.94027
16.113,1.1346,-1.0968
16.846,1.1377,-1.1207
17.578,1.146,-1.1834
18.311,1.16,-1.2892
19.043,1.1801,-1.4383
19.775,1.201,-1.5906
20.508,1.2189,-1.7191
21.24,1.2311,-1.8062
21.973,1.2451,-1.9043
22.705,1.269,-2.0694
23.438,1.2899,-2.2114
24.17,1.3111,-2.3527
24.902,1.3357,-2.5141
25.635,1.3611,-2.6776
26.367,1.3843,-2.8247
27.1,1.408,-2.9722
27.832,1.4391,-3.162
28.564,1.4693,-3.3421
29.297,1.4984,-3.5124
30.029,1.5302,-3.6949
30.762,1.5695,-3.9151
31.494,1.6054,-4.1119
32.227,1.6405,-4.2997
32.959,1.6779,-4.4954
33.691,1.7193,-4.707
34.424,1.7627,-4.9234
35.156,1.8063,-5.1359
35.889,1.8544,-5.3639
36.621,1.9003,-5.5762
37.354,1.9553,-5.8245
38.086,2.0119,-6.0723
38.818,2.0714,-6.3253
39.551,2.1312,-6.5724
40.283,2.1941,-6.8252
41.016,2.2646,-7.0998
41.748,2.3285,-7.3414
42.48,2.3984,-7.5984
43.213,2.4752,-7.8723
43.945,2.5448,-8.113
44.678,2.624,-8.3793
45.41,2.7015,-8.6319
46.143,2.7595,-8.8167
46.875,2.8307,-9.0378
47.607,2.9325,-9.3446
48.34,2.9623,-9.4326
49.072,2.9634,-9.4357
49.805,2.9635,-9.4361
50.537,2.9636,-9.4364
51.27,2.9637,-9.4367
52.002,2.9057,-9.265
52.734,2.8881,-9.2121
53.467,2.8122,-8.9808
54.199,2.719,-8.6883
54.932,2.6405,-8.4337
55.664,2.5529,-8.1408
56.396,2.4695,-7.8522
57.129,2.3702,-7.4958
57.861,2.2775,-7.1493
58.594,2.1943,-6.8258
59.326,2.0972,-6.4328
60.059,2.019,-6.1026
60.791,1.9287,-5.7055
61.523,1.8483,-5.3356
62.256,1.7743,-4.9806
62.988,1.7123,-4.6716
63.721,1.6431,-4.313
64.453,1.576,-3.951
65.186,1.5167,-3.6178
65.918,1.4582,-3.2763
66.65,1.4022,-2.9359
67.383,1.3516,-2.6168
68.115,1.3002,-2.28
68.848,1.2572,-1.9884
69.58,1.2132,-1.6788
70.312,1.1715,-1.3751
71.045,1.1331,-1.0855
71.777,1.0951,-0.78933
72.51,1.0596,-0.50279
73.242,1.0283,-0.24266
73.975,0.99512,0.042518
74.707,0.96716,0.29007
75.439,0.93963,0.54083
76.172,0.91016,0.81765
76.904,0.88407,1.0702
77.637,0.86077,1.3022
78.369,0.83606,1.5553
79.102,0.81321,1.7959
79.834,0.79295,2.0151
80.566,0.77233,2.244
81.299,0.75342,2.4592
82.031,0.7336,2.6909
82.764,0.71534,2.9098
83.496,0.69815,3.121
84.229,0.68242,3.3189
84.961,0.66612,3.5289
85.693,0.65068,3.7327
86.426,0.63543,3.9386
87.158,0.62168,4.1286
87.891,0.60755,4.3284
88.623,0.59478,4.5129
89.355,0.58211,4.6999
90.088,0.5706,4.8734
90.82,0.55815,5.065
91.553,0.54646,5.2488
92.285,0.53541,5.4263
93.018,0.52498,5.5971
93.75,0.51448,5.7726
94.482,0.50477,5.9381
95.215,0.49499,6.1081
95.947,0.48643,6.2596
96.68,0.47741,6.4222
97.412,0.46828,6.5899
98.145,0.45875,6.7684
98.877,0.44144,7.1026
99.609,0.43361,7.258
100.34,0.43262,7.2779
101.07,0.42991,7.3324
101.81,0.4207,7.5206
102.54,0.41429,7.654
103.27,0.40703,7.8074
104,0.39988,7.9614
104.74,0.39342,8.1029
105.47,0.3875,8.2345
106.2,0.38132,8.3743
106.93,0.37515,8.516
107.67,0.36947,8.6484
108.4,0.36388,8.7807
109.13,0.35837,8.9135
109.86,0.35276,9.0503
110.6,0.34747,9.1815
111.33,0.34257,9.3051
112.06,0.33768,9.4299
112.79,0.33213,9.5737
113.53,0.32765,9.6919
114.26,0.32307,9.8139
114.99,0.3187,9.9323
115.72,0.31414,10.058
116.46,0.30957,10.185
117.19,0.3054,10.303
117.92,0.3016,10.411
118.65,0.29732,10.536
119.38,0.29319,10.657
120.12,0.28943,10.769
120.85,0.28584,10.878
121.58,0.28204,10.994
122.31,0.27813,11.115
123.05,0.27468,11.223
123.78,0.27126,11.332
124.51,0.26784,11.442
125.24,0.26443,11.554
125.98,0.26124,11.659
126.71,0.2585,11.751
127.44,0.25509,11.866
128.17,0.25185,11.977
128.91,0.24878,12.084
129.64,0.24582,12.188
130.37,0.24308,12.285
131.1,0.24043,12.38
131.84,0.23749,12.487
132.57,0.2348,12.586
133.3,0.23203,12.689
134.03,0.22962,12.78
134.77,0.22692,12.883
135.5,0.2244,12.98
136.23,0.22214,13.067
136.96,0.21969,13.164
137.7,0.21718,13.264
138.43,0.21492,13.354
139.16,0.21266,13.446
139.89,0.21035,13.541
140.62,0.20804,13.637
141.36,0.20586,13.729
142.09,0.20379,13.816
142.82,0.20162,13.909
143.55,0.19955,13.999
144.29,0.19759,14.085
145.02,0.19544,14.18
145.75,0.19364,14.26
146.48,0.19172,14.347
147.22,0.18949,14.448
147.95,0.18759,14.536
148.68,0.18594,14.613
149.41,0.18416,14.696
150.15,0.18271,14.765
150.88,0.18066,14.863
151.61,0.17899,14.944
152.34,0.17728,15.027
153.08,0.17551,15.114
153.81,0.17386,15.196
154.54,0.17217,15.281
155.27,0.17055,15.363
156.01,0.16908,15.438
156.74,0.16756,15.517
157.47,0.16599,15.598
158.2,0.1645,15.677
158.94,0.16308,15.752
159.67,0.16163,15.829
160.4,0.16034,15.899
161.13,0.159,15.972
161.87,0.15759,16.049
162.6,0.15612,16.131
163.33,0.1549,16.199
164.06,0.15359,16.273
164.79,0.15219,16.352
165.53,0.15092,16.425
166.26,0.14967,16.497
166.99,0.14825,16.58
167.72,0.14723,16.64
