974.00, 0.00, 4095.00, 0.00, 47918.00, 8388607.00
980.00, 0.00, 4095.00, 0.00, 47899.00, 8388607.00
986.00, 0.00, 4095.00, 0.00, 47925.00, 8388607.00
997.00, 0.00, 4095.00, 0.00, 47959.00, 8388607.00
13.00, 0.00, 4095.00, 0.00, 47920.00, 8388607.00
24.00, 0.00, 4095.00, 0.00, 47913.00, 8388607.00
35.00, 0.00, 4095.00, 0.00, 48008.00, 8388607.00
46.00, 0.00, 4095.00, 0.00, 48131.00, 8388607.00
56.00, 0.00, 4095.00, 0.00, 48039.00, 8388607.00
67.00, 0.00, 4095.00, 0.00, 48118.00, 8388607.00
78.00, 0.00, 4095.00, 0.00, 48103.00, 8388607.00
89.00, 0.00, 4095.00, 0.00, 48149.00, 8388607.00
100.00, 0.00, 4095.00, 0.00, 48080.00, 8388607.00
110.00, 0.00, 4095.00, 0.00, 48097.00, 8388607.00
121.00, 0.00, 4095.00, 0.00, 48032.00, 8388607.00
129.00, 0.00, 4095.00, 0.00, 48026.00, 8388607.00
137.00, 0.00, 4095.00, 0.00, 48066.00, 8388607.00
148.00, 0.00, 4095.00, 0.00, 48043.00, 8388607.00
164.00, 0.00, 4095.00, 0.00, 48088.00, 8388607.00
175.00, 0.00, 4095.00, 0.00, 48072.00, 8388607.00
186.00, 0.00, 4095.00, 0.00, 48210.00, 8388607.00
197.00, 0.00, 4095.00, 0.00, 48135.00, 8388607.00
208.00, 0.00, 4095.00, 0.00, 47942.00, 8388607.00
218.00, 0.00, 4095.00, 0.00, 48083.00, 8388607.00
229.00, 0.00, 4095.00, 0.00, 48202.00, 8388607.00
240.00, 0.00, 4095.00, 0.00, 48132.00, 8388607.00
251.00, 0.00, 4095.00, 0.00, 48121.00, 8388607.00
262.00, 0.00, 4095.00, 0.00, 48021.00, 8388607.00
272.00, 0.00, 4095.00, 0.00, 48034.00, 8388607.00
280.00, 0.00, 4095.00, 0.00, 48182.00, 8388607.00
288.00, 0.00, 4095.00, 0.00, 48185.00, 8388607.00
299.00, 0.00, 4095.00, 0.00, 48136.00, 8388607.00
316.00, 0.00, 4095.00, 0.00, 47999.00, 8388607.00
326.00, 0.00, 4095.00, 0.00, 47918.00, 8388607.00
337.00, 0.00, 4095.00, 0.00, 48004.00, 8388607.00
348.00, 0.00, 4095.00, 0.00, 48172.00, 8388607.00
359.00, 0.00, 4095.00, 0.00, 48224.00, 8388607.00
370.00, 0.00, 4095.00, 0.00, 48067.00, 8388607.00
381.00, 0.00, 4095.00, 0.00, 48052.00, 8388607.00
392.00, 0.00, 4095.00, 0.00, 48029.00, 8388607.00
402.00, 0.00, 4095.00, 0.00, 48021.00, 8388607.00
413.00, 0.00, 4095.00, 0.00, 48097.00, 8388607.00
424.00, 0.00, 4095.00, 0.00, 48031.00, 8388607.00
429.00, 0.00, 4095.00, 0.00, 48061.00, 8388607.00
440.00, 0.00, 4095.00, 0.00, 48022.00, 8388607.00
457.00, 0.00, 4095.00, 0.00, 47950.00, 8388607.00
468.00, 0.00, 4095.00, 0.00, 48083.00, 8388607.00
479.00, 0.00, 4095.00, 0.00, 48202.00, 8388607.00
490.00, 0.00, 4095.00, 0.00, 48077.00, 8388607.00
501.00, 0.00, 4095.00, 0.00, 48079.00, 8388607.00
512.00, 0.00, 4095.00, 0.00, 48194.00, 8388607.00
523.00, 0.00, 4095.00, 0.00, 48159.00, 8388607.00
534.00, 0.00, 4095.00, 0.00, 48054.00, 8388607.00
545.00, 0.00, 4095.00, 0.00, 48000.00, 8388607.00
556.00, 0.00, 4095.00, 0.00, 47971.00, 8388607.00
567.00, 0.00, 4095.00, 0.00, 48019.00, 8388607.00
578.00, 0.00, 4095.00, 0.00, 48032.00, 8388607.00
583.00, 0.00, 4095.00, 0.00, 48104.00, 8388607.00
593.00, 0.00, 4095.00, 0.00, 48066.00, 8388607.00
610.00, 0.00, 4095.00, 0.00, 48002.00, 8388607.00
621.00, 0.00, 4095.00, 0.00, 47982.00, 8388607.00
632.00, 0.00, 4095.00, 0.00, 48108.00, 8388607.00
643.00, 0.00, 4095.00, 0.00, 48108.00, 8388607.00
654.00, 0.00, 4095.00, 0.00, 48150.00, 8388607.00
665.00, 0.00, 4095.00, 0.00, 48184.00, 8388607.00
676.00, 0.00, 4095.00, 0.00, 47982.00, 8388607.00
687.00, 0.00, 4095.00, 0.00, 47949.00, 8388607.00
698.00, 0.00, 4095.00, 0.00, 48130.00, 8388607.00
709.00, 0.00, 4095.00, 0.00, 48123.00, 8388607.00
720.00, 0.00, 4095.00, 0.00, 48075.00, 8388607.00
